ano_mês,uf,produto,unid,venda,criado_em,ano
2008-07,PE,Querosene Iluminante,m3,,2022-09-11,
2008-08,PE,Querosene Iluminante,m3,,2022-09-11,
2008-09,PE,Querosene Iluminante,m3,,2022-09-11,
2008-10,PE,Querosene Iluminante,m3,,2022-09-11,
2008-11,PE,Querosene Iluminante,m3,,2022-09-11,
2008-12,PE,Querosene Iluminante,m3,,2022-09-11,
2009-01,PE,Querosene Iluminante,m3,,2022-09-11,
2009-02,PE,Querosene Iluminante,m3,,2022-09-11,
2009-03,PE,Querosene Iluminante,m3,,2022-09-11,
2009-04,PE,Querosene Iluminante,m3,,2022-09-11,
2009-05,PE,Querosene Iluminante,m3,,2022-09-11,
2009-06,PE,Querosene Iluminante,m3,,2022-09-11,
2009-07,PE,Querosene Iluminante,m3,,2022-09-11,
2009-08,PE,Querosene Iluminante,m3,,2022-09-11,
2009-09,PE,Querosene Iluminante,m3,,2022-09-11,
2009-10,PE,Querosene Iluminante,m3,,2022-09-11,
2009-11,PE,Querosene Iluminante,m3,,2022-09-11,
2009-12,PE,Querosene Iluminante,m3,,2022-09-11,
2010-01,PE,Querosene Iluminante,m3,,2022-09-11,
2010-02,PE,Querosene Iluminante,m3,,2022-09-11,
2010-03,PE,Querosene Iluminante,m3,,2022-09-11,
2010-04,PE,Querosene Iluminante,m3,,2022-09-11,
2010-05,PE,Querosene Iluminante,m3,,2022-09-11,
2010-06,PE,Querosene Iluminante,m3,,2022-09-11,
2010-07,PE,Querosene Iluminante,m3,,2022-09-11,
2010-08,PE,Querosene Iluminante,m3,,2022-09-11,
2010-09,PE,Querosene Iluminante,m3,,2022-09-11,
2010-10,PE,Querosene Iluminante,m3,,2022-09-11,
2010-11,PE,Querosene Iluminante,m3,,2022-09-11,
2010-12,PE,Querosene Iluminante,m3,,2022-09-11,
2011-01,PE,Querosene Iluminante,m3,,2022-09-11,
2011-02,PE,Querosene Iluminante,m3,,2022-09-11,
2011-03,PE,Querosene Iluminante,m3,,2022-09-11,
2011-04,PE,Querosene Iluminante,m3,,2022-09-11,
2011-05,PE,Querosene Iluminante,m3,,2022-09-11,
2011-06,PE,Querosene Iluminante,m3,,2022-09-11,
2011-07,PE,Querosene Iluminante,m3,,2022-09-11,
2011-08,PE,Querosene Iluminante,m3,,2022-09-11,
2011-09,PE,Querosene Iluminante,m3,,2022-09-11,
2011-10,PE,Querosene Iluminante,m3,,2022-09-11,
2011-11,PE,Querosene Iluminante,m3,,2022-09-11,
2011-12,PE,Querosene Iluminante,m3,,2022-09-11,
2012-01,PE,Querosene Iluminante,m3,,2022-09-11,
2012-02,PE,Querosene Iluminante,m3,,2022-09-11,
2012-03,PE,Querosene Iluminante,m3,,2022-09-11,
2012-04,PE,Querosene Iluminante,m3,,2022-09-11,
2012-05,PE,Querosene Iluminante,m3,,2022-09-11,
2012-06,PE,Querosene Iluminante,m3,,2022-09-11,
2012-07,PE,Querosene Iluminante,m3,,2022-09-11,
2012-08,PE,Querosene Iluminante,m3,,2022-09-11,
2012-09,PE,Querosene Iluminante,m3,,2022-09-11,
2012-10,PE,Querosene Iluminante,m3,,2022-09-11,
2012-11,PE,Querosene Iluminante,m3,,2022-09-11,
2012-12,PE,Querosene Iluminante,m3,,2022-09-11,
2013-01,PE,Querosene Iluminante,m3, 20 ,2022-09-11,
2013-02,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2013-03,PE,Querosene Iluminante,m3, 40 ,2022-09-11,
2013-04,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2013-05,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-06,PE,Querosene Iluminante,m3, 20 ,2022-09-11,
2013-07,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2013-08,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2013-09,PE,Querosene Iluminante,m3, 62 ,2022-09-11,
2013-10,PE,Querosene Iluminante,m3, 17 ,2022-09-11,
2013-11,PE,Querosene Iluminante,m3, 45 ,2022-09-11,
2013-12,PE,Querosene Iluminante,m3, 30 ,2022-09-11,
2014-01,PE,Querosene Iluminante,m3,,2022-09-11,
2014-02,PE,Querosene Iluminante,m3,,2022-09-11,
2014-03,PE,Querosene Iluminante,m3,,2022-09-11,
2014-04,PE,Querosene Iluminante,m3,,2022-09-11,
2014-05,PE,Querosene Iluminante,m3,,2022-09-11,
2014-06,PE,Querosene Iluminante,m3,,2022-09-11,
2014-07,PE,Querosene Iluminante,m3,,2022-09-11,
2014-08,PE,Querosene Iluminante,m3,,2022-09-11,
2014-09,PE,Querosene Iluminante,m3,,2022-09-11,
2014-10,PE,Querosene Iluminante,m3,,2022-09-11,
2014-11,PE,Querosene Iluminante,m3,,2022-09-11,
2014-12,PE,Querosene Iluminante,m3,,2022-09-11,
2015-01,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2015-02,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2015-03,PE,Querosene Iluminante,m3, 30 ,2022-09-11,
2015-04,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2015-05,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2015-06,PE,Querosene Iluminante,m3, 30 ,2022-09-11,
2015-07,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2015-08,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2015-09,PE,Querosene Iluminante,m3, 45 ,2022-09-11,
2015-10,PE,Querosene Iluminante,m3, 30 ,2022-09-11,
2015-11,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2015-12,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-01,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2016-02,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2016-03,PE,Querosene Iluminante,m3, 30 ,2022-09-11,
2016-04,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-05,PE,Querosene Iluminante,m3, 30 ,2022-09-11,
2016-06,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-07,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2016-08,PE,Querosene Iluminante,m3, 30 ,2022-09-11,
2016-09,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2016-10,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2016-11,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2016-12,PE,Querosene Iluminante,m3, 30 ,2022-09-11,
2017-01,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2017-02,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-03,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2017-04,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2017-05,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2017-06,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2017-07,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2017-08,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2017-09,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-10,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2017-11,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2017-12,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2018-01,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2018-02,PE,Querosene Iluminante,m3, 15 ,2022-09-11,
2018-03,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-04,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-05,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-06,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-07,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-08,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-09,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-10,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-11,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-12,PE,Querosene Iluminante,m3, NaN   ,2022-09-11,
2000-01,PI,Querosene Iluminante,m3,,2022-09-11,
2000-02,PI,Querosene Iluminante,m3,,2022-09-11,
2000-03,PI,Querosene Iluminante,m3,,2022-09-11,
2000-04,PI,Querosene Iluminante,m3,,2022-09-11,
2000-05,PI,Querosene Iluminante,m3,,2022-09-11,
2000-06,PI,Querosene Iluminante,m3,,2022-09-11,
2000-07,PI,Querosene Iluminante,m3,,2022-09-11,
2000-08,PI,Querosene Iluminante,m3,,2022-09-11,
2000-09,PI,Querosene Iluminante,m3,,2022-09-11,
2000-10,PI,Querosene Iluminante,m3,,2022-09-11,
2000-11,PI,Querosene Iluminante,m3,,2022-09-11,
2000-12,PI,Querosene Iluminante,m3,,2022-09-11,
2001-01,PI,Querosene Iluminante,m3,,2022-09-11,
2001-02,PI,Querosene Iluminante,m3,,2022-09-11,
2001-03,PI,Querosene Iluminante,m3,,2022-09-11,
2001-04,PI,Querosene Iluminante,m3,,2022-09-11,
2001-05,PI,Querosene Iluminante,m3,,2022-09-11,
2001-06,PI,Querosene Iluminante,m3,,2022-09-11,
2001-07,PI,Querosene Iluminante,m3,,2022-09-11,
2001-08,PI,Querosene Iluminante,m3,,2022-09-11,
2001-09,PI,Querosene Iluminante,m3,,2022-09-11,
2001-10,PI,Querosene Iluminante,m3,,2022-09-11,
2001-11,PI,Querosene Iluminante,m3,,2022-09-11,
2001-12,PI,Querosene Iluminante,m3,,2022-09-11,
2002-01,PI,Querosene Iluminante,m3,,2022-09-11,
2002-02,PI,Querosene Iluminante,m3,,2022-09-11,
2002-03,PI,Querosene Iluminante,m3,,2022-09-11,
2002-04,PI,Querosene Iluminante,m3,,2022-09-11,
2002-05,PI,Querosene Iluminante,m3,,2022-09-11,
2002-06,PI,Querosene Iluminante,m3,,2022-09-11,
2002-07,PI,Querosene Iluminante,m3,,2022-09-11,
2002-08,PI,Querosene Iluminante,m3,,2022-09-11,
2002-09,PI,Querosene Iluminante,m3,,2022-09-11,
2002-10,PI,Querosene Iluminante,m3,,2022-09-11,
2002-11,PI,Querosene Iluminante,m3,,2022-09-11,
2002-12,PI,Querosene Iluminante,m3,,2022-09-11,
2003-01,PI,Querosene Iluminante,m3,,2022-09-11,
2003-02,PI,Querosene Iluminante,m3,,2022-09-11,
2003-03,PI,Querosene Iluminante,m3,,2022-09-11,
2003-04,PI,Querosene Iluminante,m3,,2022-09-11,
2003-05,PI,Querosene Iluminante,m3,,2022-09-11,
2003-06,PI,Querosene Iluminante,m3,,2022-09-11,
2003-07,PI,Querosene Iluminante,m3,,2022-09-11,
2003-08,PI,Querosene Iluminante,m3,,2022-09-11,
2003-09,PI,Querosene Iluminante,m3,,2022-09-11,
2003-10,PI,Querosene Iluminante,m3,,2022-09-11,
2003-11,PI,Querosene Iluminante,m3,,2022-09-11,
2003-12,PI,Querosene Iluminante,m3,,2022-09-11,
2004-01,PI,Querosene Iluminante,m3,,2022-09-11,
2004-02,PI,Querosene Iluminante,m3,,2022-09-11,
2004-03,PI,Querosene Iluminante,m3,,2022-09-11,
2004-04,PI,Querosene Iluminante,m3,,2022-09-11,
2004-05,PI,Querosene Iluminante,m3,,2022-09-11,
2004-06,PI,Querosene Iluminante,m3,,2022-09-11,
2004-07,PI,Querosene Iluminante,m3,,2022-09-11,
2004-08,PI,Querosene Iluminante,m3,,2022-09-11,
2004-09,PI,Querosene Iluminante,m3,,2022-09-11,
2004-10,PI,Querosene Iluminante,m3,,2022-09-11,
2004-11,PI,Querosene Iluminante,m3,,2022-09-11,
2004-12,PI,Querosene Iluminante,m3,,2022-09-11,
2005-01,PI,Querosene Iluminante,m3,,2022-09-11,
2005-02,PI,Querosene Iluminante,m3,,2022-09-11,
2005-03,PI,Querosene Iluminante,m3,,2022-09-11,
2005-04,PI,Querosene Iluminante,m3,,2022-09-11,
2005-05,PI,Querosene Iluminante,m3,,2022-09-11,
2005-06,PI,Querosene Iluminante,m3,,2022-09-11,
2005-07,PI,Querosene Iluminante,m3,,2022-09-11,
2005-08,PI,Querosene Iluminante,m3,,2022-09-11,
2005-09,PI,Querosene Iluminante,m3,,2022-09-11,
2005-10,PI,Querosene Iluminante,m3,,2022-09-11,
2005-11,PI,Querosene Iluminante,m3,,2022-09-11,
2005-12,PI,Querosene Iluminante,m3,,2022-09-11,
2006-01,PI,Querosene Iluminante,m3,,2022-09-11,
2006-02,PI,Querosene Iluminante,m3,,2022-09-11,
2006-03,PI,Querosene Iluminante,m3,,2022-09-11,
2006-04,PI,Querosene Iluminante,m3,,2022-09-11,
2006-05,PI,Querosene Iluminante,m3,,2022-09-11,
2006-06,PI,Querosene Iluminante,m3,,2022-09-11,
2006-07,PI,Querosene Iluminante,m3,,2022-09-11,
2006-08,PI,Querosene Iluminante,m3,,2022-09-11,
2006-09,PI,Querosene Iluminante,m3,,2022-09-11,
2006-10,PI,Querosene Iluminante,m3,,2022-09-11,
2006-11,PI,Querosene Iluminante,m3,,2022-09-11,
2006-12,PI,Querosene Iluminante,m3,,2022-09-11,
2007-01,PI,Querosene Iluminante,m3,,2022-09-11,
2007-02,PI,Querosene Iluminante,m3,,2022-09-11,
2007-03,PI,Querosene Iluminante,m3,,2022-09-11,
2007-04,PI,Querosene Iluminante,m3,,2022-09-11,
2007-05,PI,Querosene Iluminante,m3,,2022-09-11,
2007-06,PI,Querosene Iluminante,m3,,2022-09-11,
2007-07,PI,Querosene Iluminante,m3,,2022-09-11,
2007-08,PI,Querosene Iluminante,m3,,2022-09-11,
2007-09,PI,Querosene Iluminante,m3,,2022-09-11,
2007-10,PI,Querosene Iluminante,m3,,2022-09-11,
2007-11,PI,Querosene Iluminante,m3,,2022-09-11,
2007-12,PI,Querosene Iluminante,m3,,2022-09-11,
2008-01,PI,Querosene Iluminante,m3,,2022-09-11,
2008-02,PI,Querosene Iluminante,m3,,2022-09-11,
2008-03,PI,Querosene Iluminante,m3,,2022-09-11,
2008-04,PI,Querosene Iluminante,m3,,2022-09-11,
2008-05,PI,Querosene Iluminante,m3,,2022-09-11,
2008-06,PI,Querosene Iluminante,m3,,2022-09-11,
2008-07,PI,Querosene Iluminante,m3,,2022-09-11,
2008-08,PI,Querosene Iluminante,m3,,2022-09-11,
2008-09,PI,Querosene Iluminante,m3,,2022-09-11,
2008-10,PI,Querosene Iluminante,m3,,2022-09-11,
2008-11,PI,Querosene Iluminante,m3,,2022-09-11,
2008-12,PI,Querosene Iluminante,m3,,2022-09-11,
2009-01,PI,Querosene Iluminante,m3,,2022-09-11,
2009-02,PI,Querosene Iluminante,m3,,2022-09-11,
2009-03,PI,Querosene Iluminante,m3,,2022-09-11,
2009-04,PI,Querosene Iluminante,m3,,2022-09-11,
2009-05,PI,Querosene Iluminante,m3,,2022-09-11,
2009-06,PI,Querosene Iluminante,m3,,2022-09-11,
2009-07,PI,Querosene Iluminante,m3,,2022-09-11,
2009-08,PI,Querosene Iluminante,m3,,2022-09-11,
2009-09,PI,Querosene Iluminante,m3,,2022-09-11,
2009-10,PI,Querosene Iluminante,m3,,2022-09-11,
2009-11,PI,Querosene Iluminante,m3,,2022-09-11,
2009-12,PI,Querosene Iluminante,m3,,2022-09-11,
2010-01,PI,Querosene Iluminante,m3, 35 ,2022-09-11,
2010-02,PI,Querosene Iluminante,m3, 20 ,2022-09-11,
2010-03,PI,Querosene Iluminante,m3, 20 ,2022-09-11,
2010-04,PI,Querosene Iluminante,m3, 20 ,2022-09-11,
2010-05,PI,Querosene Iluminante,m3, 30 ,2022-09-11,
2010-06,PI,Querosene Iluminante,m3, 10 ,2022-09-11,
2010-07,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2010-08,PI,Querosene Iluminante,m3, 30 ,2022-09-11,
2010-09,PI,Querosene Iluminante,m3, 20 ,2022-09-11,
2010-10,PI,Querosene Iluminante,m3, 10 ,2022-09-11,
2010-11,PI,Querosene Iluminante,m3, 10 ,2022-09-11,
2010-12,PI,Querosene Iluminante,m3, 30 ,2022-09-11,
2011-01,PI,Querosene Iluminante,m3,,2022-09-11,
2011-02,PI,Querosene Iluminante,m3,,2022-09-11,
2011-03,PI,Querosene Iluminante,m3,,2022-09-11,
2011-04,PI,Querosene Iluminante,m3,,2022-09-11,
2011-05,PI,Querosene Iluminante,m3,,2022-09-11,
2011-06,PI,Querosene Iluminante,m3,,2022-09-11,
2011-07,PI,Querosene Iluminante,m3,,2022-09-11,
2011-08,PI,Querosene Iluminante,m3,,2022-09-11,
2011-09,PI,Querosene Iluminante,m3,,2022-09-11,
2011-10,PI,Querosene Iluminante,m3,,2022-09-11,
2011-11,PI,Querosene Iluminante,m3,,2022-09-11,
2011-12,PI,Querosene Iluminante,m3,,2022-09-11,
2012-01,PI,Querosene Iluminante,m3, 30 ,2022-09-11,
2012-02,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-03,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-04,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-05,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-06,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-07,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-08,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-09,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-10,PI,Querosene Iluminante,m3, 5 ,2022-09-11,
2012-11,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2012-12,PI,Querosene Iluminante,m3, NaN   ,2022-09-11,
2000-01,PR,Querosene Iluminante,m3,749,2022-09-11,
2000-02,PR,Querosene Iluminante,m3,856,2022-09-11,
2000-03,PR,Querosene Iluminante,m3,666,2022-09-11,
2000-04,PR,Querosene Iluminante,m3,834,2022-09-11,
2000-05,PR,Querosene Iluminante,m3,916,2022-09-11,
2000-06,PR,Querosene Iluminante,m3,792,2022-09-11,
2000-07,PR,Querosene Iluminante,m3,748,2022-09-11,
2000-08,PR,Querosene Iluminante,m3,795,2022-09-11,
2000-09,PR,Querosene Iluminante,m3,686,2022-09-11,
2000-10,PR,Querosene Iluminante,m3,681,2022-09-11,
2000-11,PR,Querosene Iluminante,m3,795,2022-09-11,
2000-12,PR,Querosene Iluminante,m3,508,2022-09-11,
2001-01,PR,Querosene Iluminante,m3,712,2022-09-11,
2001-02,PR,Querosene Iluminante,m3,632,2022-09-11,
2001-03,PR,Querosene Iluminante,m3,766,2022-09-11,
2001-04,PR,Querosene Iluminante,m3,636,2022-09-11,
2001-05,PR,Querosene Iluminante,m3,756,2022-09-11,
2001-06,PR,Querosene Iluminante,m3,702,2022-09-11,
2001-07,PR,Querosene Iluminante,m3,569,2022-09-11,
2001-08,PR,Querosene Iluminante,m3,632,2022-09-11,
2001-09,PR,Querosene Iluminante,m3,623,2022-09-11,
2001-10,PR,Querosene Iluminante,m3,655,2022-09-11,
2001-11,PR,Querosene Iluminante,m3,562,2022-09-11,
2001-12,PR,Querosene Iluminante,m3,466,2022-09-11,
2002-01,PR,Querosene Iluminante,m3,559,2022-09-11,
2002-02,PR,Querosene Iluminante,m3,529,2022-09-11,
2002-03,PR,Querosene Iluminante,m3,521,2022-09-11,
2002-04,PR,Querosene Iluminante,m3,594,2022-09-11,
2002-05,PR,Querosene Iluminante,m3,569,2022-09-11,
2002-06,PR,Querosene Iluminante,m3,572,2022-09-11,
2002-07,PR,Querosene Iluminante,m3,703,2022-09-11,
2002-08,PR,Querosene Iluminante,m3,607,2022-09-11,
2002-09,PR,Querosene Iluminante,m3,647,2022-09-11,
2002-10,PR,Querosene Iluminante,m3,709,2022-09-11,
2002-11,PR,Querosene Iluminante,m3,463,2022-09-11,
2002-12,PR,Querosene Iluminante,m3,520,2022-09-11,
2003-01,PR,Querosene Iluminante,m3,554,2022-09-11,
2003-02,PR,Querosene Iluminante,m3,570,2022-09-11,
2003-03,PR,Querosene Iluminante,m3,651,2022-09-11,
2003-04,PR,Querosene Iluminante,m3,432,2022-09-11,
2003-05,PR,Querosene Iluminante,m3,583,2022-09-11,
2003-06,PR,Querosene Iluminante,m3,492,2022-09-11,
2003-07,PR,Querosene Iluminante,m3,548,2022-09-11,
2003-08,PR,Querosene Iluminante,m3,760,2022-09-11,
2003-09,PR,Querosene Iluminante,m3,529,2022-09-11,
2003-10,PR,Querosene Iluminante,m3,572,2022-09-11,
2003-11,PR,Querosene Iluminante,m3,644,2022-09-11,
2003-12,PR,Querosene Iluminante,m3,451,2022-09-11,
2004-01,PR,Querosene Iluminante,m3,409.0,2022-09-11,
2004-02,PR,Querosene Iluminante,m3,367.0,2022-09-11,
2004-03,PR,Querosene Iluminante,m3,1.144,2022-09-11,
2004-04,PR,Querosene Iluminante,m3,464.0,2022-09-11,
2004-05,PR,Querosene Iluminante,m3,586.0,2022-09-11,
2004-06,PR,Querosene Iluminante,m3,285.0,2022-09-11,
2004-07,PR,Querosene Iluminante,m3,550.0,2022-09-11,
2004-08,PR,Querosene Iluminante,m3,662.0,2022-09-11,
2004-09,PR,Querosene Iluminante,m3,666.0,2022-09-11,
2004-10,PR,Querosene Iluminante,m3,468.0,2022-09-11,
2004-11,PR,Querosene Iluminante,m3,519.0,2022-09-11,
2004-12,PR,Querosene Iluminante,m3,294.0,2022-09-11,
2005-01,PR,Querosene Iluminante,m3,337,2022-09-11,
2005-02,PR,Querosene Iluminante,m3,431,2022-09-11,
2005-03,PR,Querosene Iluminante,m3,399,2022-09-11,
2005-04,PR,Querosene Iluminante,m3,235,2022-09-11,
2005-05,PR,Querosene Iluminante,m3,332,2022-09-11,
2005-06,PR,Querosene Iluminante,m3,288,2022-09-11,
2005-07,PR,Querosene Iluminante,m3,263,2022-09-11,
2005-08,PR,Querosene Iluminante,m3,322,2022-09-11,
2005-09,PR,Querosene Iluminante,m3,386,2022-09-11,
2005-10,PR,Querosene Iluminante,m3,271,2022-09-11,
2005-11,PR,Querosene Iluminante,m3,233,2022-09-11,
2005-12,PR,Querosene Iluminante,m3,245,2022-09-11,
2006-01,PR,Querosene Iluminante,m3,234,2022-09-11,
2006-02,PR,Querosene Iluminante,m3,134,2022-09-11,
2006-03,PR,Querosene Iluminante,m3,239,2022-09-11,
2006-04,PR,Querosene Iluminante,m3,223,2022-09-11,
2006-05,PR,Querosene Iluminante,m3,253,2022-09-11,
2006-06,PR,Querosene Iluminante,m3,212,2022-09-11,
2006-07,PR,Querosene Iluminante,m3,211,2022-09-11,
2006-08,PR,Querosene Iluminante,m3,130,2022-09-11,
2006-09,PR,Querosene Iluminante,m3,143,2022-09-11,
2006-10,PR,Querosene Iluminante,m3,145,2022-09-11,
2006-11,PR,Querosene Iluminante,m3,84,2022-09-11,
2006-12,PR,Querosene Iluminante,m3,101,2022-09-11,
2007-01,PR,Querosene Iluminante,m3,86,2022-09-11,
2007-02,PR,Querosene Iluminante,m3,87,2022-09-11,
2007-03,PR,Querosene Iluminante,m3,113,2022-09-11,
2007-04,PR,Querosene Iluminante,m3,116,2022-09-11,
2007-05,PR,Querosene Iluminante,m3,114,2022-09-11,
2007-06,PR,Querosene Iluminante,m3,105,2022-09-11,
2007-07,PR,Querosene Iluminante,m3,114,2022-09-11,
2007-08,PR,Querosene Iluminante,m3,156,2022-09-11,
2007-09,PR,Querosene Iluminante,m3,85,2022-09-11,
2007-10,PR,Querosene Iluminante,m3,107,2022-09-11,
2007-11,PR,Querosene Iluminante,m3,122,2022-09-11,
2007-12,PR,Querosene Iluminante,m3,143,2022-09-11,
2008-01,PR,Querosene Iluminante,m3,151,2022-09-11,
2008-02,PR,Querosene Iluminante,m3,71,2022-09-11,
2008-03,PR,Querosene Iluminante,m3,107,2022-09-11,
2008-04,PR,Querosene Iluminante,m3,44,2022-09-11,
2008-05,PR,Querosene Iluminante,m3,80,2022-09-11,
2008-06,PR,Querosene Iluminante,m3,66,2022-09-11,
2008-07,PR,Querosene Iluminante,m3,96,2022-09-11,
2008-08,PR,Querosene Iluminante,m3,57,2022-09-11,
2008-09,PR,Querosene Iluminante,m3,64,2022-09-11,
2008-10,PR,Querosene Iluminante,m3,65,2022-09-11,
2008-11,PR,Querosene Iluminante,m3,76,2022-09-11,
2008-12,PR,Querosene Iluminante,m3,61,2022-09-11,
2009-01,PR,Querosene Iluminante,m3,75,2022-09-11,
2009-02,PR,Querosene Iluminante,m3,65,2022-09-11,
2009-03,PR,Querosene Iluminante,m3,60,2022-09-11,
2009-04,PR,Querosene Iluminante,m3,56,2022-09-11,
2009-05,PR,Querosene Iluminante,m3,70,2022-09-11,
2009-06,PR,Querosene Iluminante,m3,61,2022-09-11,
2009-07,PR,Querosene Iluminante,m3,110,2022-09-11,
2009-08,PR,Querosene Iluminante,m3,45,2022-09-11,
2009-09,PR,Querosene Iluminante,m3,67,2022-09-11,
2009-10,PR,Querosene Iluminante,m3,30,2022-09-11,
2009-11,PR,Querosene Iluminante,m3,47,2022-09-11,
2009-12,PR,Querosene Iluminante,m3,45,2022-09-11,
2010-01,PR,Querosene Iluminante,m3,50,2022-09-11,
2010-02,PR,Querosene Iluminante,m3,35,2022-09-11,
2010-03,PR,Querosene Iluminante,m3,65,2022-09-11,
2010-04,PR,Querosene Iluminante,m3,66,2022-09-11,
2010-05,PR,Querosene Iluminante,m3,40,2022-09-11,
2010-06,PR,Querosene Iluminante,m3,50,2022-09-11,
2010-07,PR,Querosene Iluminante,m3,65,2022-09-11,
2010-08,PR,Querosene Iluminante,m3,40,2022-09-11,
2010-09,PR,Querosene Iluminante,m3,43,2022-09-11,
2010-10,PR,Querosene Iluminante,m3,50,2022-09-11,
2010-11,PR,Querosene Iluminante,m3,42,2022-09-11,
2010-12,PR,Querosene Iluminante,m3,30,2022-09-11,
2011-01,PR,Querosene Iluminante,m3,45,2022-09-11,
2011-02,PR,Querosene Iluminante,m3,45,2022-09-11,
2011-03,PR,Querosene Iluminante,m3,61,2022-09-11,
2011-04,PR,Querosene Iluminante,m3,35,2022-09-11,
2011-05,PR,Querosene Iluminante,m3,47,2022-09-11,
2011-06,PR,Querosene Iluminante,m3,30,2022-09-11,
2011-07,PR,Querosene Iluminante,m3,30,2022-09-11,
2011-08,PR,Querosene Iluminante,m3,52,2022-09-11,
2011-09,PR,Querosene Iluminante,m3,45,2022-09-11,
2011-10,PR,Querosene Iluminante,m3,50,2022-09-11,
2011-11,PR,Querosene Iluminante,m3,42,2022-09-11,
2011-12,PR,Querosene Iluminante,m3,50,2022-09-11,
2012-01,PR,Querosene Iluminante,m3,38,2022-09-11,
2012-02,PR,Querosene Iluminante,m3,42,2022-09-11,
2012-03,PR,Querosene Iluminante,m3,42,2022-09-11,
2012-04,PR,Querosene Iluminante,m3,20,2022-09-11,
2012-05,PR,Querosene Iluminante,m3,15,2022-09-11,
2012-06,PR,Querosene Iluminante,m3,20,2022-09-11,
2012-07,PR,Querosene Iluminante,m3,10,2022-09-11,
2012-08,PR,Querosene Iluminante,m3,16,2022-09-11,
2012-09,PR,Querosene Iluminante,m3,10,2022-09-11,
2012-10,PR,Querosene Iluminante,m3,42,2022-09-11,
2012-11,PR,Querosene Iluminante,m3,22,2022-09-11,
2012-12,PR,Querosene Iluminante,m3,40,2022-09-11,
2013-01,PR,Querosene Iluminante,m3,25,2022-09-11,
2013-02,PR,Querosene Iluminante,m3,55,2022-09-11,
2013-03,PR,Querosene Iluminante,m3,25,2022-09-11,
2013-04,PR,Querosene Iluminante,m3,55,2022-09-11,
2013-05,PR,Querosene Iluminante,m3,25,2022-09-11,
2013-06,PR,Querosene Iluminante,m3,35,2022-09-11,
2013-07,PR,Querosene Iluminante,m3,40,2022-09-11,
2013-08,PR,Querosene Iluminante,m3,45,2022-09-11,
2013-09,PR,Querosene Iluminante,m3,20,2022-09-11,
