ano_mês,uf,produto,unid,venda,criado_em,ano
2000-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2001-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2002-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2003-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2004-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2005-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2006-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2007-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2008-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2009-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2010-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2011-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2012-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2013-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2014-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2015-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2016-01,SP,Querosene Iluminante,m3, 20 ,2022-09-11,
2016-02,SP,Querosene Iluminante,m3, 5 ,2022-09-11,
2016-03,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2016-04,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2016-05,SP,Querosene Iluminante,m3, 40 ,2022-09-11,
2016-06,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2016-07,SP,Querosene Iluminante,m3, 20 ,2022-09-11,
2016-08,SP,Querosene Iluminante,m3, 35 ,2022-09-11,
2016-09,SP,Querosene Iluminante,m3, 10 ,2022-09-11,
2016-10,SP,Querosene Iluminante,m3, 35 ,2022-09-11,
2016-11,SP,Querosene Iluminante,m3, 20 ,2022-09-11,
2016-12,SP,Querosene Iluminante,m3, NaN   ,2022-09-11,
2017-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2017-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2018-01,SP,Querosene Iluminante,m3, 10 ,2022-09-11,
2018-02,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2018-03,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2018-04,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2018-05,SP,Querosene Iluminante,m3, 45 ,2022-09-11,
2018-06,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2018-07,SP,Querosene Iluminante,m3, 35 ,2022-09-11,
2018-08,SP,Querosene Iluminante,m3, 50 ,2022-09-11,
2018-09,SP,Querosene Iluminante,m3, NaN   ,2022-09-11,
2018-10,SP,Querosene Iluminante,m3, 5 ,2022-09-11,
2018-11,SP,Querosene Iluminante,m3, 30 ,2022-09-11,
2018-12,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2019-01,SP,Querosene Iluminante,m3, NaN   ,2022-09-11,
2019-02,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2019-03,SP,Querosene Iluminante,m3, 30 ,2022-09-11,
2019-04,SP,Querosene Iluminante,m3, 50 ,2022-09-11,
2019-05,SP,Querosene Iluminante,m3, 60 ,2022-09-11,
2019-06,SP,Querosene Iluminante,m3, 10 ,2022-09-11,
2019-07,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2019-08,SP,Querosene Iluminante,m3, NaN   ,2022-09-11,
2019-09,SP,Querosene Iluminante,m3, 30 ,2022-09-11,
2019-10,SP,Querosene Iluminante,m3, 20 ,2022-09-11,
2019-11,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2019-12,SP,Querosene Iluminante,m3, NaN   ,2022-09-11,
2020-01,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2020-02,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2020-03,SP,Querosene Iluminante,m3, 35 ,2022-09-11,
2020-04,SP,Querosene Iluminante,m3, 10 ,2022-09-11,
2020-05,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2020-06,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2020-07,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2020-08,SP,Querosene Iluminante,m3, NaN   ,2022-09-11,
2020-09,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2020-10,SP,Querosene Iluminante,m3, NaN   ,2022-09-11,
2020-11,SP,Querosene Iluminante,m3, 10 ,2022-09-11,
2020-12,SP,Querosene Iluminante,m3, 5 ,2022-09-11,
2021-01,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2021-02,SP,Querosene Iluminante,m3, 20 ,2022-09-11,
2021-03,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2021-04,SP,Querosene Iluminante,m3, NaN   ,2022-09-11,
2021-05,SP,Querosene Iluminante,m3, 25 ,2022-09-11,
2021-06,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2021-07,SP,Querosene Iluminante,m3, NaN   ,2022-09-11,
2021-08,SP,Querosene Iluminante,m3, 13 ,2022-09-11,
2021-09,SP,Querosene Iluminante,m3, 10 ,2022-09-11,
2021-10,SP,Querosene Iluminante,m3, 5 ,2022-09-11,
2021-11,SP,Querosene Iluminante,m3, 10 ,2022-09-11,
2021-12,SP,Querosene Iluminante,m3, 15 ,2022-09-11,
2022-01,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-02,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-03,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-04,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-05,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-06,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-07,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-08,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-09,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-10,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-11,SP,Querosene Iluminante,m3,nan,2022-09-11,
2022-12,SP,Querosene Iluminante,m3,nan,2022-09-11,
2000-01,AM,Querosene Iluminante,m3,,2022-09-11,
2000-02,AM,Querosene Iluminante,m3,,2022-09-11,
2000-03,AM,Querosene Iluminante,m3,,2022-09-11,
2000-04,AM,Querosene Iluminante,m3,,2022-09-11,
2000-05,AM,Querosene Iluminante,m3,,2022-09-11,
2000-06,AM,Querosene Iluminante,m3,,2022-09-11,
2000-07,AM,Querosene Iluminante,m3,,2022-09-11,
2000-08,AM,Querosene Iluminante,m3,,2022-09-11,
2000-09,AM,Querosene Iluminante,m3,,2022-09-11,
2000-10,AM,Querosene Iluminante,m3,,2022-09-11,
2000-11,AM,Querosene Iluminante,m3,,2022-09-11,
2000-12,AM,Querosene Iluminante,m3,,2022-09-11,
2001-01,AM,Querosene Iluminante,m3,,2022-09-11,
2001-02,AM,Querosene Iluminante,m3,,2022-09-11,
2001-03,AM,Querosene Iluminante,m3,,2022-09-11,
2001-04,AM,Querosene Iluminante,m3,,2022-09-11,
2001-05,AM,Querosene Iluminante,m3,,2022-09-11,
2001-06,AM,Querosene Iluminante,m3,,2022-09-11,
2001-07,AM,Querosene Iluminante,m3,,2022-09-11,
2001-08,AM,Querosene Iluminante,m3,,2022-09-11,
2001-09,AM,Querosene Iluminante,m3,,2022-09-11,
2001-10,AM,Querosene Iluminante,m3,,2022-09-11,
2001-11,AM,Querosene Iluminante,m3,,2022-09-11,
2001-12,AM,Querosene Iluminante,m3,,2022-09-11,
2002-01,AM,Querosene Iluminante,m3,,2022-09-11,
2002-02,AM,Querosene Iluminante,m3,,2022-09-11,
2002-03,AM,Querosene Iluminante,m3,,2022-09-11,
2002-04,AM,Querosene Iluminante,m3,,2022-09-11,
2002-05,AM,Querosene Iluminante,m3,,2022-09-11,
2002-06,AM,Querosene Iluminante,m3,,2022-09-11,
2002-07,AM,Querosene Iluminante,m3,,2022-09-11,
2002-08,AM,Querosene Iluminante,m3,,2022-09-11,
2002-09,AM,Querosene Iluminante,m3,,2022-09-11,
2002-10,AM,Querosene Iluminante,m3,,2022-09-11,
2002-11,AM,Querosene Iluminante,m3,,2022-09-11,
2002-12,AM,Querosene Iluminante,m3,,2022-09-11,
2003-01,AM,Querosene Iluminante,m3,,2022-09-11,
2003-02,AM,Querosene Iluminante,m3,,2022-09-11,
2003-03,AM,Querosene Iluminante,m3,,2022-09-11,
2003-04,AM,Querosene Iluminante,m3,,2022-09-11,
2003-05,AM,Querosene Iluminante,m3,,2022-09-11,
2003-06,AM,Querosene Iluminante,m3,,2022-09-11,
2003-07,AM,Querosene Iluminante,m3,,2022-09-11,
2003-08,AM,Querosene Iluminante,m3,,2022-09-11,
2003-09,AM,Querosene Iluminante,m3,,2022-09-11,
2003-10,AM,Querosene Iluminante,m3,,2022-09-11,
2003-11,AM,Querosene Iluminante,m3,,2022-09-11,
2003-12,AM,Querosene Iluminante,m3,,2022-09-11,
2004-01,AM,Querosene Iluminante,m3,,2022-09-11,
2004-02,AM,Querosene Iluminante,m3,,2022-09-11,
2004-03,AM,Querosene Iluminante,m3,,2022-09-11,
2004-04,AM,Querosene Iluminante,m3,,2022-09-11,
2004-05,AM,Querosene Iluminante,m3,,2022-09-11,
2004-06,AM,Querosene Iluminante,m3,,2022-09-11,
2004-07,AM,Querosene Iluminante,m3,,2022-09-11,
2004-08,AM,Querosene Iluminante,m3,,2022-09-11,
2004-09,AM,Querosene Iluminante,m3,,2022-09-11,
2004-10,AM,Querosene Iluminante,m3,,2022-09-11,
2004-11,AM,Querosene Iluminante,m3,,2022-09-11,
2004-12,AM,Querosene Iluminante,m3,,2022-09-11,
2005-01,AM,Querosene Iluminante,m3,,2022-09-11,
2005-02,AM,Querosene Iluminante,m3,,2022-09-11,
2005-03,AM,Querosene Iluminante,m3,,2022-09-11,
2005-04,AM,Querosene Iluminante,m3,,2022-09-11,
2005-05,AM,Querosene Iluminante,m3,,2022-09-11,
2005-06,AM,Querosene Iluminante,m3,,2022-09-11,
2005-07,AM,Querosene Iluminante,m3,,2022-09-11,
2005-08,AM,Querosene Iluminante,m3,,2022-09-11,
2005-09,AM,Querosene Iluminante,m3,,2022-09-11,
2005-10,AM,Querosene Iluminante,m3,,2022-09-11,
2005-11,AM,Querosene Iluminante,m3,,2022-09-11,
2005-12,AM,Querosene Iluminante,m3,,2022-09-11,
2006-01,AM,Querosene Iluminante,m3,,2022-09-11,
2006-02,AM,Querosene Iluminante,m3,,2022-09-11,
2006-03,AM,Querosene Iluminante,m3,,2022-09-11,
2006-04,AM,Querosene Iluminante,m3,,2022-09-11,
2006-05,AM,Querosene Iluminante,m3,,2022-09-11,
2006-06,AM,Querosene Iluminante,m3,,2022-09-11,
2006-07,AM,Querosene Iluminante,m3,,2022-09-11,
2006-08,AM,Querosene Iluminante,m3,,2022-09-11,
2006-09,AM,Querosene Iluminante,m3,,2022-09-11,
2006-10,AM,Querosene Iluminante,m3,,2022-09-11,
2006-11,AM,Querosene Iluminante,m3,,2022-09-11,
2006-12,AM,Querosene Iluminante,m3,,2022-09-11,
2007-01,AM,Querosene Iluminante,m3,,2022-09-11,
2007-02,AM,Querosene Iluminante,m3,,2022-09-11,
2007-03,AM,Querosene Iluminante,m3,,2022-09-11,
2007-04,AM,Querosene Iluminante,m3,,2022-09-11,
2007-05,AM,Querosene Iluminante,m3,,2022-09-11,
2007-06,AM,Querosene Iluminante,m3,,2022-09-11,
2007-07,AM,Querosene Iluminante,m3,,2022-09-11,
2007-08,AM,Querosene Iluminante,m3,,2022-09-11,
2007-09,AM,Querosene Iluminante,m3,,2022-09-11,
2007-10,AM,Querosene Iluminante,m3,,2022-09-11,
2007-11,AM,Querosene Iluminante,m3,,2022-09-11,
2007-12,AM,Querosene Iluminante,m3,,2022-09-11,
2008-01,AM,Querosene Iluminante,m3,,2022-09-11,
2008-02,AM,Querosene Iluminante,m3,,2022-09-11,
2008-03,AM,Querosene Iluminante,m3,,2022-09-11,
2008-04,AM,Querosene Iluminante,m3,,2022-09-11,
2008-05,AM,Querosene Iluminante,m3,,2022-09-11,
2008-06,AM,Querosene Iluminante,m3,,2022-09-11,
2008-07,AM,Querosene Iluminante,m3,,2022-09-11,
2008-08,AM,Querosene Iluminante,m3,,2022-09-11,
2008-09,AM,Querosene Iluminante,m3,,2022-09-11,
2008-10,AM,Querosene Iluminante,m3,,2022-09-11,
2008-11,AM,Querosene Iluminante,m3,,2022-09-11,
2008-12,AM,Querosene Iluminante,m3,,2022-09-11,
2009-01,AM,Querosene Iluminante,m3,,2022-09-11,
2009-02,AM,Querosene Iluminante,m3,,2022-09-11,
2009-03,AM,Querosene Iluminante,m3,,2022-09-11,
2009-04,AM,Querosene Iluminante,m3,,2022-09-11,
2009-05,AM,Querosene Iluminante,m3,,2022-09-11,
2009-06,AM,Querosene Iluminante,m3,,2022-09-11,
2009-07,AM,Querosene Iluminante,m3,,2022-09-11,
2009-08,AM,Querosene Iluminante,m3,,2022-09-11,
2009-09,AM,Querosene Iluminante,m3,,2022-09-11,
2009-10,AM,Querosene Iluminante,m3,,2022-09-11,
2009-11,AM,Querosene Iluminante,m3,,2022-09-11,
2009-12,AM,Querosene Iluminante,m3,,2022-09-11,
2010-01,AM,Querosene Iluminante,m3,,2022-09-11,
2010-02,AM,Querosene Iluminante,m3,,2022-09-11,
2010-03,AM,Querosene Iluminante,m3,,2022-09-11,
2010-04,AM,Querosene Iluminante,m3,,2022-09-11,
2010-05,AM,Querosene Iluminante,m3,,2022-09-11,
2010-06,AM,Querosene Iluminante,m3,,2022-09-11,
2010-07,AM,Querosene Iluminante,m3,,2022-09-11,
2010-08,AM,Querosene Iluminante,m3,,2022-09-11,
2010-09,AM,Querosene Iluminante,m3,,2022-09-11,
2010-10,AM,Querosene Iluminante,m3,,2022-09-11,
2010-11,AM,Querosene Iluminante,m3,,2022-09-11,
2010-12,AM,Querosene Iluminante,m3,,2022-09-11,
2011-01,AM,Querosene Iluminante,m3,,2022-09-11,
2011-02,AM,Querosene Iluminante,m3,,2022-09-11,
2011-03,AM,Querosene Iluminante,m3,,2022-09-11,
2011-04,AM,Querosene Iluminante,m3,,2022-09-11,
2011-05,AM,Querosene Iluminante,m3,,2022-09-11,
2011-06,AM,Querosene Iluminante,m3,,2022-09-11,
2011-07,AM,Querosene Iluminante,m3,,2022-09-11,
2011-08,AM,Querosene Iluminante,m3,,2022-09-11,
2011-09,AM,Querosene Iluminante,m3,,2022-09-11,
2011-10,AM,Querosene Iluminante,m3,,2022-09-11,
2011-11,AM,Querosene Iluminante,m3,,2022-09-11,
2011-12,AM,Querosene Iluminante,m3,,2022-09-11,
2012-01,AM,Querosene Iluminante,m3,,2022-09-11,
2012-02,AM,Querosene Iluminante,m3,,2022-09-11,
2012-03,AM,Querosene Iluminante,m3,,2022-09-11,
2012-04,AM,Querosene Iluminante,m3,,2022-09-11,
2012-05,AM,Querosene Iluminante,m3,,2022-09-11,
2012-06,AM,Querosene Iluminante,m3,,2022-09-11,
2012-07,AM,Querosene Iluminante,m3,,2022-09-11,
2012-08,AM,Querosene Iluminante,m3,,2022-09-11,
2012-09,AM,Querosene Iluminante,m3,,2022-09-11,
2012-10,AM,Querosene Iluminante,m3,,2022-09-11,
2012-11,AM,Querosene Iluminante,m3,,2022-09-11,
2012-12,AM,Querosene Iluminante,m3,,2022-09-11,
2013-01,AM,Querosene Iluminante,m3, 80 ,2022-09-11,
2013-02,AM,Querosene Iluminante,m3, 50 ,2022-09-11,
2013-03,AM,Querosene Iluminante,m3, 100 ,2022-09-11,
2013-04,AM,Querosene Iluminante,m3, 80 ,2022-09-11,
2013-05,AM,Querosene Iluminante,m3, 80 ,2022-09-11,
2013-06,AM,Querosene Iluminante,m3, 5 ,2022-09-11,
2013-07,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-08,AM,Querosene Iluminante,m3, NaN   ,2022-09-11,
2013-09,AM,Querosene Iluminante,m3, 5 ,2022-09-11,
