ano_mês,uf,produto,unid,venda,criado_em
2000-04,CE,Eanol Hidratado,m3,5.369,2022-09-10
2000-05,CE,Eanol Hidratado,m3,6.685,2022-09-10
2000-06,CE,Eanol Hidratado,m3,5.7,2022-09-10
2000-07,CE,Eanol Hidratado,m3,7.204,2022-09-10
2000-08,CE,Eanol Hidratado,m3,6.242,2022-09-10
2000-09,CE,Eanol Hidratado,m3,6.821,2022-09-10
2000-10,CE,Eanol Hidratado,m3,5.751,2022-09-10
2000-11,CE,Eanol Hidratado,m3,5.483,2022-09-10
2000-12,CE,Eanol Hidratado,m3,5.671,2022-09-10
2001-01,CE,Eanol Hidratado,m3,4.94,2022-09-10
2001-02,CE,Eanol Hidratado,m3,4.244,2022-09-10
2001-03,CE,Eanol Hidratado,m3,4.636,2022-09-10
2001-04,CE,Eanol Hidratado,m3,4.347,2022-09-10
2001-05,CE,Eanol Hidratado,m3,4.682,2022-09-10
2001-06,CE,Eanol Hidratado,m3,4.433,2022-09-10
2001-07,CE,Eanol Hidratado,m3,4.675,2022-09-10
2001-08,CE,Eanol Hidratado,m3,4.065,2022-09-10
2001-09,CE,Eanol Hidratado,m3,3.987,2022-09-10
2001-10,CE,Eanol Hidratado,m3,3.573,2022-09-10
2001-11,CE,Eanol Hidratado,m3,3.722,2022-09-10
2001-12,CE,Eanol Hidratado,m3,4.005,2022-09-10
2002-01,CE,Eanol Hidratado,m3,3.884,2022-09-10
2002-02,CE,Eanol Hidratado,m3,3.256,2022-09-10
2002-03,CE,Eanol Hidratado,m3,3.487,2022-09-10
2002-04,CE,Eanol Hidratado,m3,3.665,2022-09-10
2002-05,CE,Eanol Hidratado,m3,3.78,2022-09-10
2002-06,CE,Eanol Hidratado,m3,3.742,2022-09-10
2002-07,CE,Eanol Hidratado,m3,3.708,2022-09-10
2002-08,CE,Eanol Hidratado,m3,3.931,2022-09-10
2002-09,CE,Eanol Hidratado,m3,3.45,2022-09-10
2002-10,CE,Eanol Hidratado,m3,4.091,2022-09-10
2002-11,CE,Eanol Hidratado,m3,3.63,2022-09-10
2002-12,CE,Eanol Hidratado,m3,3.633,2022-09-10
2003-01,CE,Eanol Hidratado,m3,3.703,2022-09-10
2003-02,CE,Eanol Hidratado,m3,3.204,2022-09-10
2003-03,CE,Eanol Hidratado,m3,2.312,2022-09-10
2003-04,CE,Eanol Hidratado,m3,2.544,2022-09-10
2003-05,CE,Eanol Hidratado,m3,2.616,2022-09-10
2003-06,CE,Eanol Hidratado,m3,2.802,2022-09-10
2003-07,CE,Eanol Hidratado,m3,3.27,2022-09-10
2003-08,CE,Eanol Hidratado,m3,2.528,2022-09-10
2003-09,CE,Eanol Hidratado,m3,2.88,2022-09-10
2003-10,CE,Eanol Hidratado,m3,2.761,2022-09-10
2003-11,CE,Eanol Hidratado,m3,2.68,2022-09-10
2003-12,CE,Eanol Hidratado,m3,2.937,2022-09-10
2004-01,CE,Eanol Hidratado,m3,2.683,2022-09-10
2004-02,CE,Eanol Hidratado,m3,2.386,2022-09-10
2004-03,CE,Eanol Hidratado,m3,2.48,2022-09-10
2004-04,CE,Eanol Hidratado,m3,2.782,2022-09-10
2004-05,CE,Eanol Hidratado,m3,3.139,2022-09-10
2004-06,CE,Eanol Hidratado,m3,3.469,2022-09-10
2004-07,CE,Eanol Hidratado,m3,3.845,2022-09-10
2004-08,CE,Eanol Hidratado,m3,3.118,2022-09-10
2004-09,CE,Eanol Hidratado,m3,2.937,2022-09-10
2004-10,CE,Eanol Hidratado,m3,3.037,2022-09-10
2004-11,CE,Eanol Hidratado,m3,2.701,2022-09-10
2004-12,CE,Eanol Hidratado,m3,3.047,2022-09-10
2005-01,CE,Eanol Hidratado,m3,2.571,2022-09-10
2005-02,CE,Eanol Hidratado,m3,2.411,2022-09-10
2005-03,CE,Eanol Hidratado,m3,2.897,2022-09-10
2005-04,CE,Eanol Hidratado,m3,3.559,2022-09-10
2005-05,CE,Eanol Hidratado,m3,3.43,2022-09-10
2005-06,CE,Eanol Hidratado,m3,2.886,2022-09-10
2005-07,CE,Eanol Hidratado,m3,3.656,2022-09-10
2005-08,CE,Eanol Hidratado,m3,3.317,2022-09-10
2005-09,CE,Eanol Hidratado,m3,3.543,2022-09-10
2005-10,CE,Eanol Hidratado,m3,3.322,2022-09-10
2005-11,CE,Eanol Hidratado,m3,3.537,2022-09-10
2005-12,CE,Eanol Hidratado,m3,5.373,2022-09-10
2006-01,CE,Eanol Hidratado,m3,6.36,2022-09-10
2006-02,CE,Eanol Hidratado,m3,5.668,2022-09-10
2006-03,CE,Eanol Hidratado,m3,5.336,2022-09-10
2006-04,CE,Eanol Hidratado,m3,4.731,2022-09-10
2006-05,CE,Eanol Hidratado,m3,4.813,2022-09-10
2006-06,CE,Eanol Hidratado,m3,4.675,2022-09-10
2006-07,CE,Eanol Hidratado,m3,5.033,2022-09-10
2006-08,CE,Eanol Hidratado,m3,5.15,2022-09-10
2006-09,CE,Eanol Hidratado,m3,5.299,2022-09-10
2006-10,CE,Eanol Hidratado,m3,5.608,2022-09-10
2006-11,CE,Eanol Hidratado,m3,6.095,2022-09-10
2006-12,CE,Eanol Hidratado,m3,7.332,2022-09-10
2007-01,CE,Eanol Hidratado,m3,7.483,2022-09-10
2007-02,CE,Eanol Hidratado,m3,6.796,2022-09-10
2007-03,CE,Eanol Hidratado,m3,7.799,2022-09-10
2007-04,CE,Eanol Hidratado,m3,7.283,2022-09-10
2007-05,CE,Eanol Hidratado,m3,7.785,2022-09-10
2007-06,CE,Eanol Hidratado,m3,7.84,2022-09-10
2007-07,CE,Eanol Hidratado,m3,8.459,2022-09-10
2007-08,CE,Eanol Hidratado,m3,9.726,2022-09-10
2007-09,CE,Eanol Hidratado,m3,9.917,2022-09-10
2007-10,CE,Eanol Hidratado,m3,11.623,2022-09-10
2007-11,CE,Eanol Hidratado,m3,11.586,2022-09-10
2007-12,CE,Eanol Hidratado,m3,11.58,2022-09-10
2008-01,CE,Eanol Hidratado,m3,12.259,2022-09-10
2008-02,CE,Eanol Hidratado,m3,10.978,2022-09-10
2008-03,CE,Eanol Hidratado,m3,11.996,2022-09-10
2008-04,CE,Eanol Hidratado,m3,11.94,2022-09-10
2008-05,CE,Eanol Hidratado,m3,12.85,2022-09-10
2008-06,CE,Eanol Hidratado,m3,12.407,2022-09-10
2008-07,CE,Eanol Hidratado,m3,13.976,2022-09-10
2008-08,CE,Eanol Hidratado,m3,11.813,2022-09-10
2008-09,CE,Eanol Hidratado,m3,12.441,2022-09-10
2008-10,CE,Eanol Hidratado,m3,13.655,2022-09-10
2008-11,CE,Eanol Hidratado,m3,12.934,2022-09-10
2008-12,CE,Eanol Hidratado,m3,15.692,2022-09-10
2009-01,CE,Eanol Hidratado,m3,15.325,2022-09-10
2009-02,CE,Eanol Hidratado,m3,12.883,2022-09-10
2009-03,CE,Eanol Hidratado,m3,13.761,2022-09-10
2009-04,CE,Eanol Hidratado,m3,13.981,2022-09-10
2009-05,CE,Eanol Hidratado,m3,12.706,2022-09-10
2009-06,CE,Eanol Hidratado,m3,13.773,2022-09-10
2009-07,CE,Eanol Hidratado,m3,16.665,2022-09-10
2009-08,CE,Eanol Hidratado,m3,16.03,2022-09-10
2009-09,CE,Eanol Hidratado,m3,16.437,2022-09-10
2009-10,CE,Eanol Hidratado,m3,16.161,2022-09-10
2009-11,CE,Eanol Hidratado,m3,12.568,2022-09-10
2009-12,CE,Eanol Hidratado,m3,14.303,2022-09-10
2010-01,CE,Eanol Hidratado,m3,11.66,2022-09-10
2010-02,CE,Eanol Hidratado,m3,7.807,2022-09-10
2010-03,CE,Eanol Hidratado,m3,7.743,2022-09-10
2010-04,CE,Eanol Hidratado,m3,9.61,2022-09-10
2010-05,CE,Eanol Hidratado,m3,12.0,2022-09-10
2010-06,CE,Eanol Hidratado,m3,13.51,2022-09-10
2010-07,CE,Eanol Hidratado,m3,14.995,2022-09-10
2010-08,CE,Eanol Hidratado,m3,15.812,2022-09-10
2010-09,CE,Eanol Hidratado,m3,16.419,2022-09-10
2010-10,CE,Eanol Hidratado,m3,15.523,2022-09-10
2010-11,CE,Eanol Hidratado,m3,15.155,2022-09-10
2010-12,CE,Eanol Hidratado,m3,17.271,2022-09-10
2011-01,CE,Eanol Hidratado,m3,14.922,2022-09-10
2011-02,CE,Eanol Hidratado,m3,11.839,2022-09-10
2011-03,CE,Eanol Hidratado,m3,12.62,2022-09-10
2011-04,CE,Eanol Hidratado,m3,7.147,2022-09-10
2011-05,CE,Eanol Hidratado,m3,8.459,2022-09-10
2011-06,CE,Eanol Hidratado,m3,9.712,2022-09-10
2011-07,CE,Eanol Hidratado,m3,8.466,2022-09-10
2011-08,CE,Eanol Hidratado,m3,8.261,2022-09-10
2011-09,CE,Eanol Hidratado,m3,7.606,2022-09-10
2011-10,CE,Eanol Hidratado,m3,7.968,2022-09-10
2011-11,CE,Eanol Hidratado,m3,8.156,2022-09-10
2011-12,CE,Eanol Hidratado,m3,8.45,2022-09-10
2012-01,CE,Eanol Hidratado,m3,7.356,2022-09-10
2012-02,CE,Eanol Hidratado,m3,7.448,2022-09-10
2012-03,CE,Eanol Hidratado,m3,8.816,2022-09-10
2012-04,CE,Eanol Hidratado,m3,7.847,2022-09-10
2012-05,CE,Eanol Hidratado,m3,7.498,2022-09-10
2012-06,CE,Eanol Hidratado,m3,6.449,2022-09-10
2012-07,CE,Eanol Hidratado,m3,7.125,2022-09-10
2012-08,CE,Eanol Hidratado,m3,8.155,2022-09-10
2012-09,CE,Eanol Hidratado,m3,7.701,2022-09-10
2012-10,CE,Eanol Hidratado,m3,8.359,2022-09-10
2012-11,CE,Eanol Hidratado,m3,8.632,2022-09-10
2012-12,CE,Eanol Hidratado,m3,8.034,2022-09-10
2013-01,CE,Eanol Hidratado,m3,8.923,2022-09-10
2013-02,CE,Eanol Hidratado,m3,7.842,2022-09-10
2013-03,CE,Eanol Hidratado,m3,8.044,2022-09-10
2013-04,CE,Eanol Hidratado,m3,8.01,2022-09-10
2013-05,CE,Eanol Hidratado,m3,7.092,2022-09-10
2013-06,CE,Eanol Hidratado,m3,7.941,2022-09-10
2013-07,CE,Eanol Hidratado,m3,8.221,2022-09-10
2013-08,CE,Eanol Hidratado,m3,8.008,2022-09-10
2013-09,CE,Eanol Hidratado,m3,7.526,2022-09-10
2013-10,CE,Eanol Hidratado,m3,8.06,2022-09-10
2013-11,CE,Eanol Hidratado,m3,8.037,2022-09-10
2013-12,CE,Eanol Hidratado,m3,10.162,2022-09-10
2014-01,CE,Eanol Hidratado,m3,10.214,2022-09-10
2014-02,CE,Eanol Hidratado,m3,9.093,2022-09-10
2014-03,CE,Eanol Hidratado,m3,8.259,2022-09-10
2014-04,CE,Eanol Hidratado,m3,8.105,2022-09-10
2014-05,CE,Eanol Hidratado,m3,8.217,2022-09-10
2014-06,CE,Eanol Hidratado,m3,8.235,2022-09-10
2014-07,CE,Eanol Hidratado,m3,9.15,2022-09-10
2014-08,CE,Eanol Hidratado,m3,8.623,2022-09-10
2014-09,CE,Eanol Hidratado,m3,8.685,2022-09-10
2014-10,CE,Eanol Hidratado,m3,9.414,2022-09-10
2014-11,CE,Eanol Hidratado,m3,10.024,2022-09-10
2014-12,CE,Eanol Hidratado,m3,11.916,2022-09-10
2015-01,CE,Eanol Hidratado,m3,11.745,2022-09-10
2015-02,CE,Eanol Hidratado,m3,12.777,2022-09-10
2015-03,CE,Eanol Hidratado,m3,14.565,2022-09-10
2015-04,CE,Eanol Hidratado,m3,14.713,2022-09-10
2015-05,CE,Eanol Hidratado,m3,13.913,2022-09-10
2015-06,CE,Eanol Hidratado,m3,14.046,2022-09-10
2015-07,CE,Eanol Hidratado,m3,14.619,2022-09-10
2015-08,CE,Eanol Hidratado,m3,13.838,2022-09-10
2015-09,CE,Eanol Hidratado,m3,14.096,2022-09-10
2015-10,CE,Eanol Hidratado,m3,17.209,2022-09-10
2015-11,CE,Eanol Hidratado,m3,14.519,2022-09-10
2015-12,CE,Eanol Hidratado,m3,16.55,2022-09-10
2016-01,CE,Eanol Hidratado,m3,14.213,2022-09-10
2016-02,CE,Eanol Hidratado,m3,11.975,2022-09-10
2016-03,CE,Eanol Hidratado,m3,12.235,2022-09-10
2016-04,CE,Eanol Hidratado,m3,11.427,2022-09-10
2016-05,CE,Eanol Hidratado,m3,11.529,2022-09-10
2016-06,CE,Eanol Hidratado,m3,12.505,2022-09-10
2016-07,CE,Eanol Hidratado,m3,12.144,2022-09-10
2016-08,CE,Eanol Hidratado,m3,12.545,2022-09-10
2016-09,CE,Eanol Hidratado,m3,11.54,2022-09-10
2016-10,CE,Eanol Hidratado,m3,10.76,2022-09-10
2016-11,CE,Eanol Hidratado,m3,9.971,2022-09-10
2016-12,CE,Eanol Hidratado,m3,12.457,2022-09-10
2017-01,CE,Eanol Hidratado,m3,10.623,2022-09-10
2017-02,CE,Eanol Hidratado,m3,9.449,2022-09-10
2017-03,CE,Eanol Hidratado,m3,9.964,2022-09-10
2017-04,CE,Eanol Hidratado,m3,7.927,2022-09-10
2017-05,CE,Eanol Hidratado,m3,9.578,2022-09-10
2017-06,CE,Eanol Hidratado,m3,9.219,2022-09-10
2017-07,CE,Eanol Hidratado,m3,9.155,2022-09-10
2017-08,CE,Eanol Hidratado,m3,11.096,2022-09-10
2017-09,CE,Eanol Hidratado,m3,11.211,2022-09-10
2017-10,CE,Eanol Hidratado,m3,10.599,2022-09-10
2017-11,CE,Eanol Hidratado,m3,11.232,2022-09-10
2017-12,CE,Eanol Hidratado,m3,12.796,2022-09-10
2018-01,CE,Eanol Hidratado,m3,13.437,2022-09-10
2018-02,CE,Eanol Hidratado,m3,10.208,2022-09-10
2018-03,CE,Eanol Hidratado,m3,12.299,2022-09-10
2018-04,CE,Eanol Hidratado,m3,11.041,2022-09-10
2018-05,CE,Eanol Hidratado,m3,12.595,2022-09-10
2018-06,CE,Eanol Hidratado,m3,16.813,2022-09-10
2018-07,CE,Eanol Hidratado,m3,13.696,2022-09-10
2018-08,CE,Eanol Hidratado,m3,13.356,2022-09-10
2018-09,CE,Eanol Hidratado,m3,14.826,2022-09-10
2018-10,CE,Eanol Hidratado,m3,18.024,2022-09-10
2018-11,CE,Eanol Hidratado,m3,16.846,2022-09-10
2018-12,CE,Eanol Hidratado,m3,16.57,2022-09-10
2019-01,CE,Eanol Hidratado,m3,13.931,2022-09-10
2019-02,CE,Eanol Hidratado,m3,12.099,2022-09-10
2019-03,CE,Eanol Hidratado,m3,13.728,2022-09-10
2019-04,CE,Eanol Hidratado,m3,14.439,2022-09-10
2019-05,CE,Eanol Hidratado,m3,14.13,2022-09-10
2019-06,CE,Eanol Hidratado,m3,12.072,2022-09-10
2019-07,CE,Eanol Hidratado,m3,12.383,2022-09-10
2019-08,CE,Eanol Hidratado,m3,13.515,2022-09-10
2019-09,CE,Eanol Hidratado,m3,13.169,2022-09-10
2019-10,CE,Eanol Hidratado,m3,14.63,2022-09-10
2019-11,CE,Eanol Hidratado,m3,13.764,2022-09-10
2019-12,CE,Eanol Hidratado,m3,18.649,2022-09-10
2020-01,CE,Eanol Hidratado,m3,18.413,2022-09-10
2020-02,CE,Eanol Hidratado,m3,15.773,2022-09-10
2020-03,CE,Eanol Hidratado,m3,11.699,2022-09-10
2020-04,CE,Eanol Hidratado,m3,7.128,2022-09-10
2020-05,CE,Eanol Hidratado,m3,5.556,2022-09-10
2020-06,CE,Eanol Hidratado,m3,8.017,2022-09-10
2020-07,CE,Eanol Hidratado,m3,10.237,2022-09-10
2020-08,CE,Eanol Hidratado,m3,12.315,2022-09-10
2020-09,CE,Eanol Hidratado,m3,13.403,2022-09-10
2020-10,CE,Eanol Hidratado,m3,13.941,2022-09-10
2020-11,CE,Eanol Hidratado,m3,12.829,2022-09-10
2020-12,CE,Eanol Hidratado,m3,15.638,2022-09-10
2021-01,CE,Eanol Hidratado,m3,14.257,2022-09-10
2021-02,CE,Eanol Hidratado,m3,14.1,2022-09-10
2021-03,CE,Eanol Hidratado,m3,15.227,2022-09-10
2021-04,CE,Eanol Hidratado,m3,10.876,2022-09-10
2021-05,CE,Eanol Hidratado,m3,11.949,2022-09-10
2021-06,CE,Eanol Hidratado,m3,9.819,2022-09-10
2021-07,CE,Eanol Hidratado,m3,10.249,2022-09-10
2021-08,CE,Eanol Hidratado,m3,8.3,2022-09-10
2021-09,CE,Eanol Hidratado,m3,8.343,2022-09-10
2021-10,CE,Eanol Hidratado,m3,10.059,2022-09-10
2021-11,CE,Eanol Hidratado,m3,11.935,2022-09-10
2021-12,CE,Eanol Hidratado,m3,12.471,2022-09-10
2022-01,CE,Eanol Hidratado,m3,9.434,2022-09-10
2022-02,CE,Eanol Hidratado,m3,9.5,2022-09-10
2022-03,CE,Eanol Hidratado,m3,13.121,2022-09-10
2022-04,CE,Eanol Hidratado,m3,12.712,2022-09-10
2022-05,CE,Eanol Hidratado,m3,11.627,2022-09-10
2022-06,CE,Eanol Hidratado,m3,10.943,2022-09-10
2022-07,CE,Eanol Hidratado,m3,,2022-09-10
2022-08,CE,Eanol Hidratado,m3,,2022-09-10
2022-09,CE,Eanol Hidratado,m3,,2022-09-10
2022-10,CE,Eanol Hidratado,m3,,2022-09-10
2022-11,CE,Eanol Hidratado,m3,,2022-09-10
2022-12,CE,Eanol Hidratado,m3,,2022-09-10
2000-01,DF,Etanol Hidratado,m3,11.688,2022-09-10
2000-02,DF,Etanol Hidratado,m3,13.408,2022-09-10
2000-03,DF,Etanol Hidratado,m3,13.389,2022-09-10
2000-04,DF,Etanol Hidratado,m3,12.681,2022-09-10
2000-05,DF,Etanol Hidratado,m3,13.047,2022-09-10
2000-06,DF,Etanol Hidratado,m3,10.144,2022-09-10
2000-07,DF,Etanol Hidratado,m3,12.938,2022-09-10
2000-08,DF,Etanol Hidratado,m3,12.318,2022-09-10
2000-09,DF,Etanol Hidratado,m3,11.603,2022-09-10
2000-10,DF,Etanol Hidratado,m3,11.976,2022-09-10
2000-11,DF,Etanol Hidratado,m3,11.419,2022-09-10
2000-12,DF,Etanol Hidratado,m3,12.338,2022-09-10
2001-01,DF,Etanol Hidratado,m3,9.752,2022-09-10
2001-02,DF,Etanol Hidratado,m3,9.235,2022-09-10
2001-03,DF,Etanol Hidratado,m3,10.571,2022-09-10
2001-04,DF,Etanol Hidratado,m3,10.144,2022-09-10
2001-05,DF,Etanol Hidratado,m3,10.515,2022-09-10
2001-06,DF,Etanol Hidratado,m3,10.039,2022-09-10
2001-07,DF,Etanol Hidratado,m3,9.366,2022-09-10
2001-08,DF,Etanol Hidratado,m3,10.331,2022-09-10
2001-09,DF,Etanol Hidratado,m3,9.399,2022-09-10
2001-10,DF,Etanol Hidratado,m3,9.824,2022-09-10
2001-11,DF,Etanol Hidratado,m3,8.931,2022-09-10
2001-12,DF,Etanol Hidratado,m3,9.7,2022-09-10
2002-01,DF,Etanol Hidratado,m3,8.613,2022-09-10
2002-02,DF,Etanol Hidratado,m3,7.877,2022-09-10
2002-03,DF,Etanol Hidratado,m3,9.191,2022-09-10
2002-04,DF,Etanol Hidratado,m3,9.057,2022-09-10
2002-05,DF,Etanol Hidratado,m3,9.425,2022-09-10
2002-06,DF,Etanol Hidratado,m3,8.334,2022-09-10
2002-07,DF,Etanol Hidratado,m3,9.394,2022-09-10
2002-08,DF,Etanol Hidratado,m3,9.926,2022-09-10
2002-09,DF,Etanol Hidratado,m3,9.47,2022-09-10
2002-10,DF,Etanol Hidratado,m3,9.83,2022-09-10
2002-11,DF,Etanol Hidratado,m3,7.682,2022-09-10
2002-12,DF,Etanol Hidratado,m3,8.606,2022-09-10
2003-01,DF,Etanol Hidratado,m3,8.073,2022-09-10
2003-02,DF,Etanol Hidratado,m3,6.767,2022-09-10
2003-03,DF,Etanol Hidratado,m3,6.872,2022-09-10
2003-04,DF,Etanol Hidratado,m3,7.143,2022-09-10
2003-05,DF,Etanol Hidratado,m3,7.731,2022-09-10
2003-06,DF,Etanol Hidratado,m3,7.117,2022-09-10
2003-07,DF,Etanol Hidratado,m3,7.62,2022-09-10
2003-08,DF,Etanol Hidratado,m3,7.201,2022-09-10
2003-09,DF,Etanol Hidratado,m3,7.492,2022-09-10
2003-10,DF,Etanol Hidratado,m3,7.246,2022-09-10
2003-11,DF,Etanol Hidratado,m3,7.316,2022-09-10
2003-12,DF,Etanol Hidratado,m3,8.591,2022-09-10
2004-01,DF,Etanol Hidratado,m3,5.808,2022-09-10
2004-02,DF,Etanol Hidratado,m3,5.494,2022-09-10
2004-03,DF,Etanol Hidratado,m3,6.806,2022-09-10
2004-04,DF,Etanol Hidratado,m3,7.997,2022-09-10
2004-05,DF,Etanol Hidratado,m3,6.226,2022-09-10
2004-06,DF,Etanol Hidratado,m3,5.912,2022-09-10
2004-07,DF,Etanol Hidratado,m3,6.678,2022-09-10
2004-08,DF,Etanol Hidratado,m3,6.507,2022-09-10
2004-09,DF,Etanol Hidratado,m3,6.759,2022-09-10
2004-10,DF,Etanol Hidratado,m3,6.16,2022-09-10
2004-11,DF,Etanol Hidratado,m3,5.637,2022-09-10
2004-12,DF,Etanol Hidratado,m3,6.214,2022-09-10
2005-01,DF,Etanol Hidratado,m3,4.736,2022-09-10
2005-02,DF,Etanol Hidratado,m3,5.055,2022-09-10
2005-03,DF,Etanol Hidratado,m3,6.775,2022-09-10
2005-04,DF,Etanol Hidratado,m3,6.14,2022-09-10
2005-05,DF,Etanol Hidratado,m3,5.563,2022-09-10
2005-06,DF,Etanol Hidratado,m3,6.2,2022-09-10
2005-07,DF,Etanol Hidratado,m3,5.609,2022-09-10
2005-08,DF,Etanol Hidratado,m3,6.574,2022-09-10
2005-09,DF,Etanol Hidratado,m3,7.018,2022-09-10
2005-10,DF,Etanol Hidratado,m3,7.003,2022-09-10
2005-11,DF,Etanol Hidratado,m3,7.452,2022-09-10
2005-12,DF,Etanol Hidratado,m3,9.433,2022-09-10
2006-01,DF,Etanol Hidratado,m3,6.549,2022-09-10
2006-02,DF,Etanol Hidratado,m3,6.087,2022-09-10
2006-03,DF,Etanol Hidratado,m3,5.346,2022-09-10
2006-04,DF,Etanol Hidratado,m3,5.015,2022-09-10
2006-05,DF,Etanol Hidratado,m3,5.888,2022-09-10
2006-06,DF,Etanol Hidratado,m3,6.098,2022-09-10
2006-07,DF,Etanol Hidratado,m3,5.856,2022-09-10
2006-08,DF,Etanol Hidratado,m3,7.296,2022-09-10
2006-09,DF,Etanol Hidratado,m3,6.798,2022-09-10
2006-10,DF,Etanol Hidratado,m3,8.209,2022-09-10
2006-11,DF,Etanol Hidratado,m3,8.459,2022-09-10
2006-12,DF,Etanol Hidratado,m3,9.256,2022-09-10
2007-01,DF,Etanol Hidratado,m3,6.704,2022-09-10
2007-02,DF,Etanol Hidratado,m3,6.618,2022-09-10
2007-03,DF,Etanol Hidratado,m3,9.042,2022-09-10
2007-04,DF,Etanol Hidratado,m3,6.367,2022-09-10
2007-05,DF,Etanol Hidratado,m3,7.442,2022-09-10
2007-06,DF,Etanol Hidratado,m3,9.565,2022-09-10
2007-07,DF,Etanol Hidratado,m3,13.674,2022-09-10
2007-08,DF,Etanol Hidratado,m3,18.021,2022-09-10
2007-09,DF,Etanol Hidratado,m3,16.792,2022-09-10
2007-10,DF,Etanol Hidratado,m3,20.957,2022-09-10
2007-11,DF,Etanol Hidratado,m3,20.59,2022-09-10
2007-12,DF,Etanol Hidratado,m3,14.449,2022-09-10
2008-01,DF,Etanol Hidratado,m3,11.935,2022-09-10
2008-02,DF,Etanol Hidratado,m3,13.73,2022-09-10
2008-03,DF,Etanol Hidratado,m3,14.307,2022-09-10
2008-04,DF,Etanol Hidratado,m3,12.986,2022-09-10
2008-05,DF,Etanol Hidratado,m3,14.122,2022-09-10
2008-06,DF,Etanol Hidratado,m3,13.738,2022-09-10
2008-07,DF,Etanol Hidratado,m3,14.114,2022-09-10
2008-08,DF,Etanol Hidratado,m3,15.299,2022-09-10
2008-09,DF,Etanol Hidratado,m3,15.524,2022-09-10
2008-10,DF,Etanol Hidratado,m3,17.141,2022-09-10
2008-11,DF,Etanol Hidratado,m3,14.562,2022-09-10
2008-12,DF,Etanol Hidratado,m3,17.318,2022-09-10
2009-01,DF,Etanol Hidratado,m3,14.782,2022-09-10
2009-02,DF,Etanol Hidratado,m3,15.251,2022-09-10
2009-03,DF,Etanol Hidratado,m3,18.558,2022-09-10
2009-04,DF,Etanol Hidratado,m3,18.622,2022-09-10
2009-05,DF,Etanol Hidratado,m3,18.901,2022-09-10
2009-06,DF,Etanol Hidratado,m3,22.446,2022-09-10
2009-07,DF,Etanol Hidratado,m3,23.708,2022-09-10
2009-08,DF,Etanol Hidratado,m3,22.9,2022-09-10
2009-09,DF,Etanol Hidratado,m3,24.183,2022-09-10
2009-10,DF,Etanol Hidratado,m3,23.809,2022-09-10
2009-11,DF,Etanol Hidratado,m3,17.303,2022-09-10
2009-12,DF,Etanol Hidratado,m3,18.892,2022-09-10
2010-01,DF,Etanol Hidratado,m3,7.414,2022-09-10
2010-02,DF,Etanol Hidratado,m3,5.172,2022-09-10
2010-03,DF,Etanol Hidratado,m3,7.676,2022-09-10
2010-04,DF,Etanol Hidratado,m3,10.483,2022-09-10
2010-05,DF,Etanol Hidratado,m3,12.329,2022-09-10
2010-06,DF,Etanol Hidratado,m3,13.411,2022-09-10
2010-07,DF,Etanol Hidratado,m3,13.263,2022-09-10
2010-08,DF,Etanol Hidratado,m3,14.508,2022-09-10
2010-09,DF,Etanol Hidratado,m3,15.312,2022-09-10
2010-10,DF,Etanol Hidratado,m3,12.869,2022-09-10
2010-11,DF,Etanol Hidratado,m3,10.329,2022-09-10
2010-12,DF,Etanol Hidratado,m3,11.368,2022-09-10
2011-01,DF,Etanol Hidratado,m3,8.659,2022-09-10
2011-02,DF,Etanol Hidratado,m3,6.663,2022-09-10
2011-03,DF,Etanol Hidratado,m3,6.095,2022-09-10
2011-04,DF,Etanol Hidratado,m3,3.041,2022-09-10
2011-05,DF,Etanol Hidratado,m3,8.038,2022-09-10
2011-06,DF,Etanol Hidratado,m3,9.362,2022-09-10
2011-07,DF,Etanol Hidratado,m3,7.531,2022-09-10
2011-08,DF,Etanol Hidratado,m3,8.693,2022-09-10
2011-09,DF,Etanol Hidratado,m3,8.089,2022-09-10
2011-10,DF,Etanol Hidratado,m3,6.846,2022-09-10
2011-11,DF,Etanol Hidratado,m3,5.342,2022-09-10
2011-12,DF,Etanol Hidratado,m3,5.66,2022-09-10
2012-01,DF,Etanol Hidratado,m3,4.414,2022-09-10
2012-02,DF,Etanol Hidratado,m3,5.068,2022-09-10
2012-03,DF,Etanol Hidratado,m3,6.319,2022-09-10
2012-04,DF,Etanol Hidratado,m3,4.675,2022-09-10
2012-05,DF,Etanol Hidratado,m3,4.9,2022-09-10
2012-06,DF,Etanol Hidratado,m3,4.686,2022-09-10
2012-07,DF,Etanol Hidratado,m3,4.437,2022-09-10
2012-08,DF,Etanol Hidratado,m3,4.784,2022-09-10
2012-09,DF,Etanol Hidratado,m3,4.686,2022-09-10
2012-10,DF,Etanol Hidratado,m3,4.983,2022-09-10
2012-11,DF,Etanol Hidratado,m3,4.271,2022-09-10
2012-12,DF,Etanol Hidratado,m3,4.912,2022-09-10
2013-01,DF,Etanol Hidratado,m3,4.234,2022-09-10
2013-02,DF,Etanol Hidratado,m3,7.106,2022-09-10
2013-03,DF,Etanol Hidratado,m3,7.205,2022-09-10
2013-04,DF,Etanol Hidratado,m3,6.924,2022-09-10
2013-05,DF,Etanol Hidratado,m3,6.39,2022-09-10
2013-06,DF,Etanol Hidratado,m3,6.207,2022-09-10
2013-07,DF,Etanol Hidratado,m3,6.214,2022-09-10
2013-08,DF,Etanol Hidratado,m3,6.593,2022-09-10
