ano_mês,uf,produto,unid,venda,criado_em
2000-01,AC,Querosene de Aviação,m3,1.155,2022-09-10
2000-02,AC,Querosene de Aviação,m3,1.251,2022-09-10
2000-03,AC,Querosene de Aviação,m3,813.0,2022-09-10
2000-04,AC,Querosene de Aviação,m3,702.0,2022-09-10
2000-05,AC,Querosene de Aviação,m3,964.0,2022-09-10
2000-06,AC,Querosene de Aviação,m3,938.0,2022-09-10
2000-07,AC,Querosene de Aviação,m3,1.119,2022-09-10
2000-08,AC,Querosene de Aviação,m3,1.099,2022-09-10
2000-09,AC,Querosene de Aviação,m3,1.047,2022-09-10
2000-10,AC,Querosene de Aviação,m3,1.061,2022-09-10
2000-11,AC,Querosene de Aviação,m3,1.418,2022-09-10
2000-12,AC,Querosene de Aviação,m3,1.405,2022-09-10
2001-01,AC,Querosene de Aviação,m3,1.528,2022-09-10
2001-02,AC,Querosene de Aviação,m3,1.021,2022-09-10
2001-03,AC,Querosene de Aviação,m3,1.453,2022-09-10
2001-04,AC,Querosene de Aviação,m3,1.18,2022-09-10
2001-05,AC,Querosene de Aviação,m3,1.062,2022-09-10
2001-06,AC,Querosene de Aviação,m3,1.022,2022-09-10
2001-07,AC,Querosene de Aviação,m3,1.041,2022-09-10
2001-08,AC,Querosene de Aviação,m3,1.016,2022-09-10
2001-09,AC,Querosene de Aviação,m3,652.0,2022-09-10
2001-10,AC,Querosene de Aviação,m3,814.0,2022-09-10
2001-11,AC,Querosene de Aviação,m3,968.0,2022-09-10
2001-12,AC,Querosene de Aviação,m3,791.0,2022-09-10
2002-01,AC,Querosene de Aviação,m3,765.0,2022-09-10
2002-02,AC,Querosene de Aviação,m3,715.0,2022-09-10
2002-03,AC,Querosene de Aviação,m3,652.0,2022-09-10
2002-04,AC,Querosene de Aviação,m3,798.0,2022-09-10
2002-05,AC,Querosene de Aviação,m3,1.714,2022-09-10
2002-06,AC,Querosene de Aviação,m3,739.0,2022-09-10
2002-07,AC,Querosene de Aviação,m3,709.0,2022-09-10
2002-08,AC,Querosene de Aviação,m3,634.0,2022-09-10
2002-09,AC,Querosene de Aviação,m3,773.0,2022-09-10
2002-10,AC,Querosene de Aviação,m3,884.0,2022-09-10
2002-11,AC,Querosene de Aviação,m3,800.0,2022-09-10
2002-12,AC,Querosene de Aviação,m3,965.0,2022-09-10
2003-01,AC,Querosene de Aviação,m3,978.0,2022-09-10
2003-02,AC,Querosene de Aviação,m3,808.0,2022-09-10
2003-03,AC,Querosene de Aviação,m3,785.0,2022-09-10
2003-04,AC,Querosene de Aviação,m3,1.195,2022-09-10
2003-05,AC,Querosene de Aviação,m3,1.096,2022-09-10
2003-06,AC,Querosene de Aviação,m3,1.139,2022-09-10
2003-07,AC,Querosene de Aviação,m3,1.034,2022-09-10
2003-08,AC,Querosene de Aviação,m3,780.0,2022-09-10
2003-09,AC,Querosene de Aviação,m3,961.0,2022-09-10
2003-10,AC,Querosene de Aviação,m3,861.0,2022-09-10
2003-11,AC,Querosene de Aviação,m3,789.0,2022-09-10
2003-12,AC,Querosene de Aviação,m3,1.044,2022-09-10
2004-01,AC,Querosene de Aviação,m3,830.0,2022-09-10
2004-02,AC,Querosene de Aviação,m3,760.0,2022-09-10
2004-03,AC,Querosene de Aviação,m3,931.0,2022-09-10
2004-04,AC,Querosene de Aviação,m3,914.0,2022-09-10
2004-05,AC,Querosene de Aviação,m3,931.0,2022-09-10
2004-06,AC,Querosene de Aviação,m3,1.014,2022-09-10
2004-07,AC,Querosene de Aviação,m3,1.063,2022-09-10
2004-08,AC,Querosene de Aviação,m3,1.127,2022-09-10
2004-09,AC,Querosene de Aviação,m3,904.0,2022-09-10
2004-10,AC,Querosene de Aviação,m3,904.0,2022-09-10
2004-11,AC,Querosene de Aviação,m3,879.0,2022-09-10
2004-12,AC,Querosene de Aviação,m3,877.0,2022-09-10
2005-01,AC,Querosene de Aviação,m3,885.0,2022-09-10
2005-02,AC,Querosene de Aviação,m3,965.0,2022-09-10
2005-03,AC,Querosene de Aviação,m3,1.032,2022-09-10
2005-04,AC,Querosene de Aviação,m3,876.0,2022-09-10
2005-05,AC,Querosene de Aviação,m3,905.0,2022-09-10
2005-06,AC,Querosene de Aviação,m3,918.0,2022-09-10
2005-07,AC,Querosene de Aviação,m3,872.0,2022-09-10
2005-08,AC,Querosene de Aviação,m3,584.0,2022-09-10
2005-09,AC,Querosene de Aviação,m3,547.0,2022-09-10
2005-10,AC,Querosene de Aviação,m3,631.0,2022-09-10
2005-11,AC,Querosene de Aviação,m3,658.0,2022-09-10
2005-12,AC,Querosene de Aviação,m3,849.0,2022-09-10
2006-01,AC,Querosene de Aviação,m3,863.0,2022-09-10
2006-02,AC,Querosene de Aviação,m3,736.0,2022-09-10
2006-03,AC,Querosene de Aviação,m3,863.0,2022-09-10
2006-04,AC,Querosene de Aviação,m3,775.0,2022-09-10
2006-05,AC,Querosene de Aviação,m3,822.0,2022-09-10
2006-06,AC,Querosene de Aviação,m3,639.0,2022-09-10
2006-07,AC,Querosene de Aviação,m3,752.0,2022-09-10
2006-08,AC,Querosene de Aviação,m3,692.0,2022-09-10
2006-09,AC,Querosene de Aviação,m3,675.0,2022-09-10
2006-10,AC,Querosene de Aviação,m3,1.021,2022-09-10
2006-11,AC,Querosene de Aviação,m3,1.429,2022-09-10
2006-12,AC,Querosene de Aviação,m3,1.338,2022-09-10
2007-01,AC,Querosene de Aviação,m3,1.431,2022-09-10
2007-02,AC,Querosene de Aviação,m3,1.138,2022-09-10
2007-03,AC,Querosene de Aviação,m3,1.191,2022-09-10
2007-04,AC,Querosene de Aviação,m3,1.116,2022-09-10
2007-05,AC,Querosene de Aviação,m3,1.225,2022-09-10
2007-06,AC,Querosene de Aviação,m3,1.047,2022-09-10
2007-07,AC,Querosene de Aviação,m3,1.206,2022-09-10
2007-08,AC,Querosene de Aviação,m3,1.036,2022-09-10
2007-09,AC,Querosene de Aviação,m3,864.0,2022-09-10
2007-10,AC,Querosene de Aviação,m3,1.045,2022-09-10
2007-11,AC,Querosene de Aviação,m3,985.0,2022-09-10
2007-12,AC,Querosene de Aviação,m3,1.275,2022-09-10
2008-01,AC,Querosene de Aviação,m3,1.119,2022-09-10
2008-02,AC,Querosene de Aviação,m3,1.087,2022-09-10
2008-03,AC,Querosene de Aviação,m3,1.127,2022-09-10
2008-04,AC,Querosene de Aviação,m3,1.074,2022-09-10
2008-05,AC,Querosene de Aviação,m3,1.036,2022-09-10
2008-06,AC,Querosene de Aviação,m3,1.023,2022-09-10
2008-07,AC,Querosene de Aviação,m3,1.238,2022-09-10
2008-08,AC,Querosene de Aviação,m3,971.0,2022-09-10
2008-09,AC,Querosene de Aviação,m3,1.06,2022-09-10
2008-10,AC,Querosene de Aviação,m3,1.081,2022-09-10
2008-11,AC,Querosene de Aviação,m3,992.0,2022-09-10
2008-12,AC,Querosene de Aviação,m3,1.133,2022-09-10
2009-01,AC,Querosene de Aviação,m3,1.12,2022-09-10
2009-02,AC,Querosene de Aviação,m3,1.003,2022-09-10
2009-03,AC,Querosene de Aviação,m3,1.364,2022-09-10
2009-04,AC,Querosene de Aviação,m3,1.336,2022-09-10
2009-05,AC,Querosene de Aviação,m3,1.247,2022-09-10
2009-06,AC,Querosene de Aviação,m3,980.0,2022-09-10
2009-07,AC,Querosene de Aviação,m3,987.0,2022-09-10
2009-08,AC,Querosene de Aviação,m3,1.015,2022-09-10
2009-09,AC,Querosene de Aviação,m3,1.015,2022-09-10
2009-10,AC,Querosene de Aviação,m3,1.04,2022-09-10
2009-11,AC,Querosene de Aviação,m3,1.214,2022-09-10
2009-12,AC,Querosene de Aviação,m3,1.225,2022-09-10
2010-01,AC,Querosene de Aviação,m3,1.151,2022-09-10
2010-02,AC,Querosene de Aviação,m3,1.18,2022-09-10
2010-03,AC,Querosene de Aviação,m3,1.336,2022-09-10
2010-04,AC,Querosene de Aviação,m3,1.089,2022-09-10
2010-05,AC,Querosene de Aviação,m3,1.185,2022-09-10
2010-06,AC,Querosene de Aviação,m3,1.076,2022-09-10
2010-07,AC,Querosene de Aviação,m3,1.025,2022-09-10
2010-08,AC,Querosene de Aviação,m3,948.0,2022-09-10
2010-09,AC,Querosene de Aviação,m3,991.0,2022-09-10
2010-10,AC,Querosene de Aviação,m3,1.342,2022-09-10
2010-11,AC,Querosene de Aviação,m3,1.232,2022-09-10
2010-12,AC,Querosene de Aviação,m3,1.501,2022-09-10
2011-01,AC,Querosene de Aviação,m3,1.493,2022-09-10
2011-02,AC,Querosene de Aviação,m3,1.301,2022-09-10
2011-03,AC,Querosene de Aviação,m3,1.433,2022-09-10
2011-04,AC,Querosene de Aviação,m3,1.438,2022-09-10
2011-05,AC,Querosene de Aviação,m3,1.394,2022-09-10
2011-06,AC,Querosene de Aviação,m3,1.244,2022-09-10
2011-07,AC,Querosene de Aviação,m3,1.325,2022-09-10
2011-08,AC,Querosene de Aviação,m3,1.396,2022-09-10
2011-09,AC,Querosene de Aviação,m3,1.365,2022-09-10
2011-10,AC,Querosene de Aviação,m3,1.399,2022-09-10
2011-11,AC,Querosene de Aviação,m3,1.41,2022-09-10
2011-12,AC,Querosene de Aviação,m3,1.539,2022-09-10
2012-01,AC,Querosene de Aviação,m3,1.4,2022-09-10
2012-02,AC,Querosene de Aviação,m3,1.027,2022-09-10
2012-03,AC,Querosene de Aviação,m3,1.098,2022-09-10
2012-04,AC,Querosene de Aviação,m3,1.106,2022-09-10
2012-05,AC,Querosene de Aviação,m3,1.008,2022-09-10
2012-06,AC,Querosene de Aviação,m3,1.102,2022-09-10
2012-07,AC,Querosene de Aviação,m3,1.248,2022-09-10
2012-08,AC,Querosene de Aviação,m3,1.216,2022-09-10
2012-09,AC,Querosene de Aviação,m3,1.092,2022-09-10
2012-10,AC,Querosene de Aviação,m3,1.316,2022-09-10
2012-11,AC,Querosene de Aviação,m3,1.321,2022-09-10
2012-12,AC,Querosene de Aviação,m3,1.208,2022-09-10
2013-01,AC,Querosene de Aviação,m3,1.185,2022-09-10
2013-02,AC,Querosene de Aviação,m3,1.018,2022-09-10
2013-03,AC,Querosene de Aviação,m3,1.03,2022-09-10
2013-04,AC,Querosene de Aviação,m3,936.0,2022-09-10
2013-05,AC,Querosene de Aviação,m3,1.074,2022-09-10
2013-06,AC,Querosene de Aviação,m3,963.0,2022-09-10
2013-07,AC,Querosene de Aviação,m3,1.032,2022-09-10
2013-08,AC,Querosene de Aviação,m3,895.0,2022-09-10
2013-09,AC,Querosene de Aviação,m3,876.0,2022-09-10
2013-10,AC,Querosene de Aviação,m3,987.0,2022-09-10
2013-11,AC,Querosene de Aviação,m3,1.069,2022-09-10
2013-12,AC,Querosene de Aviação,m3,1.146,2022-09-10
2014-01,AC,Querosene de Aviação,m3,1.142,2022-09-10
2014-02,AC,Querosene de Aviação,m3,967.0,2022-09-10
2014-03,AC,Querosene de Aviação,m3,1.369,2022-09-10
2014-04,AC,Querosene de Aviação,m3,1.364,2022-09-10
2014-05,AC,Querosene de Aviação,m3,895.0,2022-09-10
2014-06,AC,Querosene de Aviação,m3,810.0,2022-09-10
2014-07,AC,Querosene de Aviação,m3,973.0,2022-09-10
2014-08,AC,Querosene de Aviação,m3,1.007,2022-09-10
2014-09,AC,Querosene de Aviação,m3,1.014,2022-09-10
2014-10,AC,Querosene de Aviação,m3,1.053,2022-09-10
2014-11,AC,Querosene de Aviação,m3,906.0,2022-09-10
2014-12,AC,Querosene de Aviação,m3,992.0,2022-09-10
2015-01,AC,Querosene de Aviação,m3,1.051,2022-09-10
2015-02,AC,Querosene de Aviação,m3,946.0,2022-09-10
2015-03,AC,Querosene de Aviação,m3,1.024,2022-09-10
2015-04,AC,Querosene de Aviação,m3,849.0,2022-09-10
2015-05,AC,Querosene de Aviação,m3,851.0,2022-09-10
2015-06,AC,Querosene de Aviação,m3,723.0,2022-09-10
2015-07,AC,Querosene de Aviação,m3,778.0,2022-09-10
2015-08,AC,Querosene de Aviação,m3,733.0,2022-09-10
2015-09,AC,Querosene de Aviação,m3,701.0,2022-09-10
2015-10,AC,Querosene de Aviação,m3,740.0,2022-09-10
2015-11,AC,Querosene de Aviação,m3,774.0,2022-09-10
2015-12,AC,Querosene de Aviação,m3,771.0,2022-09-10
2016-01,AC,Querosene de Aviação,m3,939.0,2022-09-10
2016-02,AC,Querosene de Aviação,m3,762.0,2022-09-10
2016-03,AC,Querosene de Aviação,m3,741.0,2022-09-10
2016-04,AC,Querosene de Aviação,m3,671.0,2022-09-10
2016-05,AC,Querosene de Aviação,m3,745.0,2022-09-10
2016-06,AC,Querosene de Aviação,m3,686.0,2022-09-10
2016-07,AC,Querosene de Aviação,m3,703.0,2022-09-10
2016-08,AC,Querosene de Aviação,m3,697.0,2022-09-10
2016-09,AC,Querosene de Aviação,m3,724.0,2022-09-10
2016-10,AC,Querosene de Aviação,m3,723.0,2022-09-10
2016-11,AC,Querosene de Aviação,m3,857.0,2022-09-10
2016-12,AC,Querosene de Aviação,m3,1.003,2022-09-10
2017-01,AC,Querosene de Aviação,m3,1.009,2022-09-10
2017-02,AC,Querosene de Aviação,m3,827.0,2022-09-10
2017-03,AC,Querosene de Aviação,m3,963.0,2022-09-10
2017-04,AC,Querosene de Aviação,m3,888.0,2022-09-10
2017-05,AC,Querosene de Aviação,m3,871.0,2022-09-10
2017-06,AC,Querosene de Aviação,m3,873.0,2022-09-10
2017-07,AC,Querosene de Aviação,m3,1.003,2022-09-10
2017-08,AC,Querosene de Aviação,m3,995.0,2022-09-10
2017-09,AC,Querosene de Aviação,m3,942.0,2022-09-10
2017-10,AC,Querosene de Aviação,m3,1.127,2022-09-10
2017-11,AC,Querosene de Aviação,m3,1.073,2022-09-10
2017-12,AC,Querosene de Aviação,m3,1.068,2022-09-10
2018-01,AC,Querosene de Aviação,m3,1.059,2022-09-10
2018-02,AC,Querosene de Aviação,m3,932.0,2022-09-10
2018-03,AC,Querosene de Aviação,m3,1.031,2022-09-10
2018-04,AC,Querosene de Aviação,m3,1.124,2022-09-10
2018-05,AC,Querosene de Aviação,m3,1.175,2022-09-10
2018-06,AC,Querosene de Aviação,m3,1.08,2022-09-10
2018-07,AC,Querosene de Aviação,m3,1.346,2022-09-10
2018-08,AC,Querosene de Aviação,m3,1.305,2022-09-10
2018-09,AC,Querosene de Aviação,m3,949.0,2022-09-10
2018-10,AC,Querosene de Aviação,m3,1.012,2022-09-10
2018-11,AC,Querosene de Aviação,m3,1.031,2022-09-10
2018-12,AC,Querosene de Aviação,m3,1.199,2022-09-10
2019-01,AC,Querosene de Aviação,m3,1.07,2022-09-10
2019-02,AC,Querosene de Aviação,m3,1.018,2022-09-10
2019-03,AC,Querosene de Aviação,m3,979.0,2022-09-10
2019-04,AC,Querosene de Aviação,m3,1.021,2022-09-10
2019-05,AC,Querosene de Aviação,m3,988.0,2022-09-10
2019-06,AC,Querosene de Aviação,m3,1.043,2022-09-10
2019-07,AC,Querosene de Aviação,m3,1.086,2022-09-10
2019-08,AC,Querosene de Aviação,m3,1.153,2022-09-10
2019-09,AC,Querosene de Aviação,m3,1.045,2022-09-10
2019-10,AC,Querosene de Aviação,m3,1.157,2022-09-10
2019-11,AC,Querosene de Aviação,m3,1.25,2022-09-10
2019-12,AC,Querosene de Aviação,m3,1.206,2022-09-10
2020-01,AC,Querosene de Aviação,m3,1.325,2022-09-10
2020-02,AC,Querosene de Aviação,m3,1.302,2022-09-10
2020-03,AC,Querosene de Aviação,m3,907.0,2022-09-10
2020-04,AC,Querosene de Aviação,m3,103.0,2022-09-10
2020-05,AC,Querosene de Aviação,m3,143.0,2022-09-10
2020-06,AC,Querosene de Aviação,m3,134.0,2022-09-10
2020-07,AC,Querosene de Aviação,m3,347.0,2022-09-10
2020-08,AC,Querosene de Aviação,m3,443.0,2022-09-10
2020-09,AC,Querosene de Aviação,m3,574.0,2022-09-10
2020-10,AC,Querosene de Aviação,m3,720.0,2022-09-10
2020-11,AC,Querosene de Aviação,m3,1.043,2022-09-10
2020-12,AC,Querosene de Aviação,m3,1.175,2022-09-10
2021-01,AC,Querosene de Aviação,m3,1.15,2022-09-10
2021-02,AC,Querosene de Aviação,m3,1.018,2022-09-10
2021-03,AC,Querosene de Aviação,m3,807.0,2022-09-10
2021-04,AC,Querosene de Aviação,m3,572.0,2022-09-10
2021-05,AC,Querosene de Aviação,m3,637.0,2022-09-10
2021-06,AC,Querosene de Aviação,m3,698.0,2022-09-10
2021-07,AC,Querosene de Aviação,m3,715.0,2022-09-10
2021-08,AC,Querosene de Aviação,m3,819.0,2022-09-10
2021-09,AC,Querosene de Aviação,m3,784.0,2022-09-10
2021-10,AC,Querosene de Aviação,m3,983.0,2022-09-10
2021-11,AC,Querosene de Aviação,m3,1.044,2022-09-10
2021-12,AC,Querosene de Aviação,m3,1.226,2022-09-10
2022-01,AC,Querosene de Aviação,m3,1.015,2022-09-10
2022-02,AC,Querosene de Aviação,m3,638.0,2022-09-10
2022-03,AC,Querosene de Aviação,m3,1.222,2022-09-10
2022-04,AC,Querosene de Aviação,m3,727.0,2022-09-10
2022-05,AC,Querosene de Aviação,m3,671.0,2022-09-10
2022-06,AC,Querosene de Aviação,m3,595.0,2022-09-10
2022-07,AC,Querosene de Aviação,m3,,2022-09-10
2022-08,AC,Querosene de Aviação,m3,,2022-09-10
2022-09,AC,Querosene de Aviação,m3,,2022-09-10
2022-10,AC,Querosene de Aviação,m3,,2022-09-10
2022-11,AC,Querosene de Aviação,m3,,2022-09-10
2022-12,AC,Querosene de Aviação,m3,,2022-09-10
2000-01,AL,Querosene de Aviação,m3,2.507,2022-09-10
2000-02,AL,Querosene de Aviação,m3,1.714,2022-09-10
2000-03,AL,Querosene de Aviação,m3,1.251,2022-09-10
2000-04,AL,Querosene de Aviação,m3,1.287,2022-09-10
2000-05,AL,Querosene de Aviação,m3,1.174,2022-09-10
2000-06,AL,Querosene de Aviação,m3,958.0,2022-09-10
2000-07,AL,Querosene de Aviação,m3,1.345,2022-09-10
2000-08,AL,Querosene de Aviação,m3,986.0,2022-09-10
2000-09,AL,Querosene de Aviação,m3,1.129,2022-09-10
2000-10,AL,Querosene de Aviação,m3,1.267,2022-09-10
2000-11,AL,Querosene de Aviação,m3,1.209,2022-09-10
2000-12,AL,Querosene de Aviação,m3,1.605,2022-09-10
2001-01,AL,Querosene de Aviação,m3,2.074,2022-09-10
2001-02,AL,Querosene de Aviação,m3,1.688,2022-09-10
2001-03,AL,Querosene de Aviação,m3,1.531,2022-09-10
2001-04,AL,Querosene de Aviação,m3,1.516,2022-09-10
2001-05,AL,Querosene de Aviação,m3,1.347,2022-09-10
2001-06,AL,Querosene de Aviação,m3,1.176,2022-09-10
2001-07,AL,Querosene de Aviação,m3,2.079,2022-09-10
2001-08,AL,Querosene de Aviação,m3,1.762,2022-09-10
2001-09,AL,Querosene de Aviação,m3,1.959,2022-09-10
2001-10,AL,Querosene de Aviação,m3,1.962,2022-09-10
2001-11,AL,Querosene de Aviação,m3,1.743,2022-09-10
2001-12,AL,Querosene de Aviação,m3,2.227,2022-09-10
2002-01,AL,Querosene de Aviação,m3,2.502,2022-09-10
2002-02,AL,Querosene de Aviação,m3,1.834,2022-09-10
2002-03,AL,Querosene de Aviação,m3,1.828,2022-09-10
2002-04,AL,Querosene de Aviação,m3,1.7,2022-09-10
2002-05,AL,Querosene de Aviação,m3,1.633,2022-09-10
2002-06,AL,Querosene de Aviação,m3,1.77,2022-09-10
2002-07,AL,Querosene de Aviação,m3,2.447,2022-09-10
2002-08,AL,Querosene de Aviação,m3,1.896,2022-09-10
2002-09,AL,Querosene de Aviação,m3,1.873,2022-09-10
2002-10,AL,Querosene de Aviação,m3,1.718,2022-09-10
2002-11,AL,Querosene de Aviação,m3,1.513,2022-09-10
2002-12,AL,Querosene de Aviação,m3,1.781,2022-09-10
2003-01,AL,Querosene de Aviação,m3,2.057,2022-09-10
2003-02,AL,Querosene de Aviação,m3,1.286,2022-09-10
2003-03,AL,Querosene de Aviação,m3,1.462,2022-09-10
2003-04,AL,Querosene de Aviação,m3,1.585,2022-09-10
2003-05,AL,Querosene de Aviação,m3,1.529,2022-09-10
2003-06,AL,Querosene de Aviação,m3,1.649,2022-09-10
2003-07,AL,Querosene de Aviação,m3,1.957,2022-09-10
2003-08,AL,Querosene de Aviação,m3,1.757,2022-09-10
2003-09,AL,Querosene de Aviação,m3,1.932,2022-09-10
2003-10,AL,Querosene de Aviação,m3,1.789,2022-09-10
2003-11,AL,Querosene de Aviação,m3,1.677,2022-09-10
2003-12,AL,Querosene de Aviação,m3,2.154,2022-09-10
2004-01,AL,Querosene de Aviação,m3,2.621,2022-09-10
2004-02,AL,Querosene de Aviação,m3,1.617,2022-09-10
2004-03,AL,Querosene de Aviação,m3,1.994,2022-09-10
2004-04,AL,Querosene de Aviação,m3,1.722,2022-09-10
2004-05,AL,Querosene de Aviação,m3,1.632,2022-09-10
2004-06,AL,Querosene de Aviação,m3,1.509,2022-09-10
2004-07,AL,Querosene de Aviação,m3,1.837,2022-09-10
2004-08,AL,Querosene de Aviação,m3,1.845,2022-09-10
2004-09,AL,Querosene de Aviação,m3,1.639,2022-09-10
2004-10,AL,Querosene de Aviação,m3,1.474,2022-09-10
2004-11,AL,Querosene de Aviação,m3,1.742,2022-09-10
2004-12,AL,Querosene de Aviação,m3,1.63,2022-09-10
2005-01,AL,Querosene de Aviação,m3,2.26,2022-09-10
2005-02,AL,Querosene de Aviação,m3,1.59,2022-09-10
2005-03,AL,Querosene de Aviação,m3,1.479,2022-09-10
2005-04,AL,Querosene de Aviação,m3,1.73,2022-09-10
2005-05,AL,Querosene de Aviação,m3,1.663,2022-09-10
2005-06,AL,Querosene de Aviação,m3,1.519,2022-09-10
2005-07,AL,Querosene de Aviação,m3,1.992,2022-09-10
2005-08,AL,Querosene de Aviação,m3,1.971,2022-09-10
2005-09,AL,Querosene de Aviação,m3,1.78,2022-09-10
2005-10,AL,Querosene de Aviação,m3,2.263,2022-09-10
2005-11,AL,Querosene de Aviação,m3,2.244,2022-09-10
2005-12,AL,Querosene de Aviação,m3,2.397,2022-09-10
2006-01,AL,Querosene de Aviação,m3,3.022,2022-09-10
2006-02,AL,Querosene de Aviação,m3,2.36,2022-09-10
2006-03,AL,Querosene de Aviação,m3,2.469,2022-09-10
2006-04,AL,Querosene de Aviação,m3,2.028,2022-09-10
2006-05,AL,Querosene de Aviação,m3,1.734,2022-09-10
2006-06,AL,Querosene de Aviação,m3,1.388,2022-09-10
2006-07,AL,Querosene de Aviação,m3,2.47,2022-09-10
2006-08,AL,Querosene de Aviação,m3,3.002,2022-09-10
2006-09,AL,Querosene de Aviação,m3,2.544,2022-09-10
2006-10,AL,Querosene de Aviação,m3,2.087,2022-09-10
2006-11,AL,Querosene de Aviação,m3,2.201,2022-09-10
2006-12,AL,Querosene de Aviação,m3,3.184,2022-09-10
2007-01,AL,Querosene de Aviação,m3,2.843,2022-09-10
2007-02,AL,Querosene de Aviação,m3,2.31,2022-09-10
2007-03,AL,Querosene de Aviação,m3,2.248,2022-09-10
2007-04,AL,Querosene de Aviação,m3,2.006,2022-09-10
2007-05,AL,Querosene de Aviação,m3,1.85,2022-09-10
2007-06,AL,Querosene de Aviação,m3,1.788,2022-09-10
2007-07,AL,Querosene de Aviação,m3,2.055,2022-09-10
2007-08,AL,Querosene de Aviação,m3,1.594,2022-09-10
2007-09,AL,Querosene de Aviação,m3,1.57,2022-09-10
2007-10,AL,Querosene de Aviação,m3,1.831,2022-09-10
2007-11,AL,Querosene de Aviação,m3,1.848,2022-09-10
2007-12,AL,Querosene de Aviação,m3,2.201,2022-09-10
2008-01,AL,Querosene de Aviação,m3,2.675,2022-09-10
2008-02,AL,Querosene de Aviação,m3,2.41,2022-09-10
2008-03,AL,Querosene de Aviação,m3,2.541,2022-09-10
2008-04,AL,Querosene de Aviação,m3,2.254,2022-09-10
2008-05,AL,Querosene de Aviação,m3,2.03,2022-09-10
2008-06,AL,Querosene de Aviação,m3,2.212,2022-09-10
2008-07,AL,Querosene de Aviação,m3,935.0,2022-09-10
2008-08,AL,Querosene de Aviação,m3,2.004,2022-09-10
2008-09,AL,Querosene de Aviação,m3,1.799,2022-09-10
2008-10,AL,Querosene de Aviação,m3,1.892,2022-09-10
2008-11,AL,Querosene de Aviação,m3,1.972,2022-09-10
2008-12,AL,Querosene de Aviação,m3,1.965,2022-09-10
2009-01,AL,Querosene de Aviação,m3,2.522,2022-09-10
2009-02,AL,Querosene de Aviação,m3,1.88,2022-09-10
2009-03,AL,Querosene de Aviação,m3,1.983,2022-09-10
2009-04,AL,Querosene de Aviação,m3,1.833,2022-09-10
2009-05,AL,Querosene de Aviação,m3,1.834,2022-09-10
2009-06,AL,Querosene de Aviação,m3,1.768,2022-09-10
2009-07,AL,Querosene de Aviação,m3,3.026,2022-09-10
2009-08,AL,Querosene de Aviação,m3,2.725,2022-09-10
2009-09,AL,Querosene de Aviação,m3,2.387,2022-09-10
2009-10,AL,Querosene de Aviação,m3,2.631,2022-09-10
2009-11,AL,Querosene de Aviação,m3,2.498,2022-09-10
2009-12,AL,Querosene de Aviação,m3,3.141,2022-09-10
2010-01,AL,Querosene de Aviação,m3,4.063,2022-09-10
2010-02,AL,Querosene de Aviação,m3,3.515,2022-09-10
2010-03,AL,Querosene de Aviação,m3,3.535,2022-09-10
2010-04,AL,Querosene de Aviação,m3,3.375,2022-09-10
2010-05,AL,Querosene de Aviação,m3,3.076,2022-09-10
2010-06,AL,Querosene de Aviação,m3,3.075,2022-09-10
2010-07,AL,Querosene de Aviação,m3,3.866,2022-09-10
2010-08,AL,Querosene de Aviação,m3,3.457,2022-09-10
2010-09,AL,Querosene de Aviação,m3,3.158,2022-09-10
2010-10,AL,Querosene de Aviação,m3,3.253,2022-09-10
2010-11,AL,Querosene de Aviação,m3,3.056,2022-09-10
2010-12,AL,Querosene de Aviação,m3,3.519,2022-09-10
2011-01,AL,Querosene de Aviação,m3,4.244,2022-09-10
2011-02,AL,Querosene de Aviação,m3,3.274,2022-09-10
2011-03,AL,Querosene de Aviação,m3,3.482,2022-09-10
2011-04,AL,Querosene de Aviação,m3,3.285,2022-09-10
2011-05,AL,Querosene de Aviação,m3,4.02,2022-09-10
2011-06,AL,Querosene de Aviação,m3,3.483,2022-09-10
2011-07,AL,Querosene de Aviação,m3,3.684,2022-09-10
2011-08,AL,Querosene de Aviação,m3,3.856,2022-09-10
2011-09,AL,Querosene de Aviação,m3,3.495,2022-09-10
2011-10,AL,Querosene de Aviação,m3,3.864,2022-09-10
2011-11,AL,Querosene de Aviação,m3,3.609,2022-09-10
2011-12,AL,Querosene de Aviação,m3,4.054,2022-09-10
2012-01,AL,Querosene de Aviação,m3,4.903,2022-09-10
2012-02,AL,Querosene de Aviação,m3,3.892,2022-09-10
2012-03,AL,Querosene de Aviação,m3,3.648,2022-09-10
2012-04,AL,Querosene de Aviação,m3,3.682,2022-09-10
2012-05,AL,Querosene de Aviação,m3,3.665,2022-09-10
2012-06,AL,Querosene de Aviação,m3,3.687,2022-09-10
2012-07,AL,Querosene de Aviação,m3,4.275,2022-09-10
2012-08,AL,Querosene de Aviação,m3,3.89,2022-09-10
2012-09,AL,Querosene de Aviação,m3,3.902,2022-09-10
2012-10,AL,Querosene de Aviação,m3,4.442,2022-09-10
2012-11,AL,Querosene de Aviação,m3,5.111,2022-09-10
2012-12,AL,Querosene de Aviação,m3,5.792,2022-09-10
2013-01,AL,Querosene de Aviação,m3,6.885,2022-09-10
2013-02,AL,Querosene de Aviação,m3,5.084,2022-09-10
2013-03,AL,Querosene de Aviação,m3,5.16,2022-09-10
2013-04,AL,Querosene de Aviação,m3,4.53,2022-09-10
2013-05,AL,Querosene de Aviação,m3,4.138,2022-09-10
